VEH_NO,PER_NO,AGE,SEX,REST_USE,ST_CASE,BODY_TYP
3,2,63,1,3,280146,66
4,1,26,2,3,280146,4
4,2,55,2,0,280146,4
5,1,52,1,3,280146,66
6,1,56,1,3,280146,4
6,2,58,2,3,280146,4
7,1,54,2,3,280146,14
7,2,51,1,3,280146,14
8,1,20,1,3,280146,4
8,2,19,1,3,280146,4
8,3,20,1,0,280146,4
1,1,53,1,3,280147,66
2,1,51,1,3,280147,4
3,1,62,1,0,280147,66
3,2,39,1,0,280147,66
1,1,58,1,2,280148,66
0,1,73,2,0,280149,
1,1,48,1,3,280149,31
1,2,45,2,0,280149,31
1,1,63,1,0,280150,4
1,1,27,1,3,280151,31
2,1,25,1,0,280151,90
1,1,21,1,0,280152,31
1,1,23,1,0,280153,4
1,1,23,1,3,280154,4
1,2,25,2,0,280154,4
1,1,20,2,0,280155,4
1,2,19,1,0,280155,4
2,1,20,1,0,280155,31
1,1,19,1,0,280156,4
0,1,33,1,0,280157,
1,1,24,1,3,280157,14
1,1,20,1,0,280158,4
1,2,21,1,3,280158,4
1,3,16,2,0,280158,4
1,4,20,1,0,280158,4
1,5,16,2,0,280158,4
1,1,27,1,0,280159,31
1,1,51,1,0,280160,4
1,1,22,1,0,280161,31
1,1,24,2,3,280162,4
1,2,4,2,3,280162,4
1,3,7,1,0,280162,4
1,1,31,2,3,280163,31
1,2,6,2,3,280163,31
2,1,83,2,3,280163,4
1,1,27,1,3,280164,31
2,1,21,1,0,280164,6
2,2,15,1,0,280164,6
2,3,15,1,0,280164,6
1,1,63,1,0,280165,80
1,1,42,1,0,280166,4
1,2,36,2,0,280166,4
1,1,45,1,3,280167,4
2,1,53,1,3,280167,4
1,1,39,2,0,280168,4
1,1,30,1,0,280169,4
2,1,30,1,3,280169,66
1,1,18,1,3,280170,4
2,1,18,1,3,280170,4
3,1,37,1,5,280170,80
1,1,37,1,0,280171,4
1,1,22,2,0,280172,2
1,2,3,1,0,280172,2
1,1,45,1,0,280173,31
1,1,39,2,0,280174,4
2,1,41,1,0,280174,4
1,1,49,1,5,280175,80
1,2,18,2,0,280175,80
1,3,2,2,0,280175,80
2,1,19,1,0,280175,4
2,2,20,1,3,280175,4
2,3,3,1,2,280175,4
1,1,51,1,3,280176,66
2,1,42,2,0,280176,2
2,2,17,1,3,280176,2
0,1,19,1,0,280177,
1,1,99,9,99,280177,99
1,1,29,1,0,280178,31
1,1,35,1,5,280179,80
1,2,41,2,5,280179,80
2,1,26,1,0,280179,4
0,1,36,1,0,280180,
1,1,21,1,0,280180,4
1,1,40,2,0,280181,4
1,1,31,1,0,280182,2
1,2,28,2,0,280182,2
1,3,27,1,0,280182,2
0,1,69,1,0,280183,
1,1,23,1,3,280183,31
1,1,49,1,0,280184,30
1,1,28,2,3,280185,4
1,2,10,2,0,280185,4
1,3,11,1,3,280185,4
1,4,23,2,3,280185,4
1,5,11,1,2,280185,4
1,1,35,2,2,280186,4
1,2,5,2,0,280186,4
1,1,42,1,0,280187,20
1,1,23,1,3,280188,4
1,2,25,2,3,280188,4
1,3,2,1,3,280188,4
1,4,7,2,3,280188,4
2,1,34,1,0,280188,15
1,1,17,2,3,280189,4
2,1,26,1,5,280189,80
3,1,60,1,3,280189,32
1,1,50,1,5,280190,80
1,1,65,2,0,280191,4
2,1,34,2,3,280191,4
3,1,20,2,3,280191,4
3,2,14,1,3,280191,4
3,3,4,1,4,280191,4
1,1,27,1,3,280192,4
1,2,27,1,3,280192,4
1,3,35,1,0,280192,4
1,1,50,1,0,280193,92
1,1,76,1,3,280194,4
2,1,65,1,3,280194,15
2,2,60,2,3,280194,15
2,3,64,2,2,280194,15
2,4,69,2,2,280194,15
1,1,58,1,0,280195,31
2,1,46,1,3,280195,4
1,1,20,1,3,280196,31
1,2,23,2,2,280196,31
1,3,23,1,3,280196,31
1,1,58,1,0,280197,4
2,1,23,2,0,280197,4
1,1,28,1,0,280198,2
1,1,48,1,3,280199,4
2,1,30,2,3,280199,20
2,2,25,1,3,280199,20
1,1,31,1,3,280200,31
1,2,46,1,3,280200,31
1,3,23,1,3,280200,31
2,1,76,1,0,280200,20
2,2,70,2,0,280200,20
1,1,27,1,0,280201,31
1,1,45,1,0,280202,31
1,1,40,2,3,280203,20
1,2,9,2,3,280203,20
1,3,12,1,0,280203,20
2,1,27,2,0,280203,4
2,2,7,1,0,280203,4
1,1,38,1,0,280204,4
1,2,7,1,0,280204,4
1,3,10,1,0,280204,4
1,4,14,1,0,280204,4
1,5,16,2,0,280204,4
1,1,59,1,0,280205,20
1,1,55,1,0,280206,4
1,1,16,2,0,280207,4
1,2,17,1,3,280207,4
1,3,15,1,0,280207,4
2,1,35,2,3,280207,39
2,2,13,1,0,280207,39
2,3,15,1,0,280207,39
1,1,43,2,0,280208,4
2,1,53,2,3,280208,15
1,1,17,1,3,280209,4
2,1,45,1,3,280209,31
3,1,45,2,3,280209,4
1,1,28,2,0,280210,9
1,1,46,1,0,280211,4
1,1,24,1,0,280212,4
1,2,24,1,0,280212,4
1,3,18,1,0,280212,4
1,1,54,1,0,280213,66
2,1,16,2,3,280213,4
1,1,67,1,2,280214,4
2,1,47,1,0,280214,5
1,1,42,1,0,280215,14
1,2,42,1,3,280215,14
1,1,22,2,3,280216,31
1,2,24,2,0,280216,31
1,3,16,2,2,280216,31
1,4,23,1,2,280216,31
1,1,41,1,3,280217,66
2,1,29,1,3,280217,4
1,1,27,1,0,280218,4
2,1,25,1,0,280218,66
1,1,16,1,0,280219,14
1,1,53,1,3,280220,31
1,1,41,1,3,280221,4
2,1,43,1,0,280221,31
1,1,60,1,3,280222,31
1,2,58,2,0,280222,31
1,3,45,2,0,280222,31
1,1,25,2,3,280223,14
1,2,38,1,3,280223,14
1,3,42,1,0,280223,14
1,1,35,1,0,280224,14
1,1,28,1,0,280225,31
1,1,40,1,0,280226,31
1,1,23,1,0,280227,4
1,1,58,1,0,280228,30
1,1,29,1,0,280229,30
0,1,48,1,0,280230,
1,1,38,1,3,280230,4
1,1,16,2,3,280231,4
1,2,45,2,3,280231,4
1,3,15,2,2,280231,4
2,1,46,1,5,280231,80
1,1,71,2,3,280232,4
1,2,87,2,0,280232,4
2,1,22,2,3,280232,14
1,1,36,1,5,280233,80
1,1,60,1,0,280234,31
1,1,34,1,3,280235,30
2,1,24,1,3,280235,4
2,2,8,1,3,280235,4
1,1,21,1,0,280236,14
1,2,20,1,0,280236,14
1,1,25,1,0,280237,4
1,2,21,1,0,280237,4
1,1,61,1,0,280238,14
1,1,49,1,3,280239,21
1,2,34,1,0,280239,21
1,3,46,1,0,280239,21
1,1,29,1,0,280240,14
1,1,38,1,0,280241,2
1,1,28,1,0,280242,2
1,2,21,1,3,280242,2
1,3,43,1,0,280242,2
1,1,17,1,0,280243,31
1,2,18,1,0,280243,31
1,3,17,1,0,280243,31
1,1,48,1,0,280244,4
1,1,53,1,0,280245,31
1,1,18,1,0,280246,4
1,2,26,1,0,280246,4
2,1,16,2,0,280246,4
2,2,15,2,3,280246,4
1,1,20,1,5,280247,80
1,1,45,1,0,280248,31
0,1,90,1,0,280249,
1,1,99,9,99,280249,9
1,1,36,1,0,280250,31
2,1,79,1,3,280250,30
2,2,75,2,3,280250,30
1,1,19,1,3,280251,30
1,2,18,1,0,280251,30
1,3,18,1,0,280251,30
1,1,17,1,3,280252,31
1,2,14,2,3,280252,31
1,3,14,1,2,280252,31
0,1,45,1,0,280253,
1,1,36,1,3,280253,15
1,1,20,1,3,280255,31
1,1,35,1,3,280256,9
1,2,42,2,3,280256,9
2,1,83,2,3,280256,4
1,1,67,1,3,280257,31
2,1,28,1,3,280257,30
1,1,47,1,3,280258,15
1,1,22,1,0,280259,30
1,1,35,2,3,280260,31
1,2,55,2,3,280260,31
1,3,54,1,2,280260,31
2,1,51,2,0,280260,4
1,1,33,1,0,280261,2
2,1,67,1,0,280261,4
1,1,74,1,3,280262,31
1,2,74,2,0,280262,31
1,3,71,2,3,280262,31
1,4,9,2,0,280262,31
1,5,7,1,0,280262,31
2,1,33,1,3,280262,2
2,2,12,1,3,280262,2
1,1,74,1,0,280263,30
1,1,27,1,0,280264,31
1,1,36,1,3,280265,31
2,1,32,2,3,280265,4
1,1,24,1,0,280266,4
1,1,20,1,3,280267,31
2,1,20,1,0,280267,30
2,2,29,1,0,280267,30
1,1,48,1,0,280268,15
2,1,65,1,3,280268,30
1,1,62,1,0,280269,4
1,1,26,1,0,280270,2
1,1,42,1,0,280271,4
1,2,1,1,4,280271,4
2,1,26,1,5,280271,80
1,1,29,1,0,280272,14
1,2,29,1,0,280272,14
1,3,49,1,0,280272,14
1,1,23,2,3,280273,14
2,1,75,2,3,280273,20
1,1,68,1,3,280274,4
2,1,57,1,0,280274,31
2,2,18,1,0,280274,31
1,1,23,1,3,280275,31
0,1,48,1,0,280276,
1,1,18,1,3,280276,31
1,1,64,1,5,280277,80
1,1,21,1,0,280278,4
1,1,31,1,0,280279,31
1,1,31,1,5,280280,80
0,1,49,1,0,280281,
1,1,17,2,3,280281,4
1,1,25,1,0,280282,4
1,2,25,1,0,280282,4
2,1,54,2,3,280282,4
2,2,54,1,0,280282,4
3,1,31,1,3,280282,14
0,1,42,1,0,280283,
1,1,70,1,0,280283,66
1,1,22,1,3,280284,4
2,1,15,1,3,280284,20
2,2,37,2,3,280284,20
1,1,65,1,0,280285,4
1,1,30,1,0,280286,31
1,1,30,2,3,280287,4
2,1,47,2,0,280287,15
2,2,6,1,3,280287,15
3,1,15,1,0,280287,90
1,1,31,1,0,280288,31
1,1,21,1,0,280289,31
2,1,37,1,3,280289,99
2,2,72,1,0,280289,99
2,3,72,2,0,280289,99
1,1,25,2,0,280290,14
1,1,41,1,0,280291,31
1,1,51,1,3,280292,31
1,1,48,1,0,280293,30
1,1,51,1,0,280294,30
2,1,47,2,0,280294,4
3,1,55,1,3,280294,66
1,1,23,1,0,280295,30
1,1,30,2,0,280296,4
1,2,16,2,0,280296,4
1,3,23,1,0,280296,4
1,1,35,1,3,280297,20
1,2,22,2,0,280297,20
1,3,35,1,0,280297,20
1,1,22,1,0,280298,31
1,1,22,1,0,280299,4
1,2,18,2,3,280299,4
2,1,45,1,3,280299,15
3,1,19,1,0,280299,31
1,1,17,1,3,280300,31
2,1,59,1,3,280300,31
2,2,60,1,3,280300,31
1,1,27,2,3,280302,4
2,1,43,1,0,280302,4
2,2,28,1,0,280302,4
3,1,22,1,0,280302,4
3,2,20,1,3,280302,4
3,3,42,1,2,280302,4
1,1,31,2,3,280303,4
2,1,29,1,3,280303,15
2,2,31,1,3,280303,15
1,1,49,1,3,280304,66
2,1,25,2,0,280304,31
2,2,18,1,0,280304,31
1,1,53,2,0,280305,31
1,2,51,2,3,280305,31
2,1,41,1,0,280305,31
2,2,33,1,0,280305,31
1,1,43,1,0,280306,2
1,1,22,2,0,280307,4
1,2,26,1,0,280307,4
0,1,53,1,0,280308,
1,1,45,1,3,280308,4
1,1,25,1,0,280309,2
1,1,20,1,0,280310,31
1,2,30,1,3,280310,31
0,1,45,1,0,280311,
1,1,16,1,0,280311,14
1,2,16,1,3,280311,14
1,3,16,1,2,280311,14
1,4,16,1,3,280311,14
1,1,50,2,0,280312,14
1,2,85,2,3,280312,14
1,1,54,1,3,280313,66
2,1,19,2,3,280313,4
1,1,17,2,0,280314,2
1,1,21,1,0,280315,4
1,2,16,2,0,280315,4
1,3,17,2,0,280315,4
1,4,22,1,0,280315,4
1,5,13,2,0,280315,4
2,1,25,1,3,280315,9
1,1,29,1,3,280316,6
1,2,43,2,3,280316,6
1,1,18,2,0,280317,1
1,1,15,1,3,280318,4
1,2,16,1,0,280318,4
1,3,16,1,0,280318,4
1,4,6,1,0,280318,4
1,5,12,1,0,280318,4
1,1,43,1,3,280319,2
2,1,50,1,0,280319,31
1,1,53,1,0,280320,20
1,1,19,1,0,280321,2
2,1,44,2,3,280321,15
1,1,42,1,3,280322,14
1,2,36,2,0,280322,14
1,3,71,1,0,280322,14
1,1,16,1,0,280323,15
1,2,16,1,0,280323,15
1,3,16,1,0,280323,15
1,1,84,1,3,280324,31
2,1,19,1,0,280324,4
2,2,15,2,3,280324,4
1,1,34,1,5,280325,80
1,2,40,1,5,280325,80
1,1,28,2,0,280326,4
1,1,56,2,3,280327,4
1,2,58,1,2,280327,4
1,1,33,2,0,280328,2
1,1,33,1,5,280329,80
1,1,27,1,0,280330,4
1,2,17,2,0,280330,4
1,1,47,2,3,280331,4
2,1,55,1,3,280331,4
2,2,4,2,0,280331,4
1,1,50,1,3,280332,4
2,1,24,1,0,280332,80
3,1,49,1,3,280332,4
1,1,45,2,3,280333,4
1,2,13,1,3,280333,4
1,3,14,2,2,280333,4
2,1,18,1,3,280333,30
2,2,46,1,3,280333,30
0,1,5,1,0,280334,
1,1,65,2,3,280334,31
1,2,12,1,3,280334,31
1,3,8,1,2,280334,31
1,1,71,1,0,280335,31
1,1,27,2,3,280336,4
1,2,47,2,0,280336,4
1,1,49,2,3,280337,20
1,2,11,2,3,280337,20
1,3,12,2,3,280337,20
2,1,32,1,3,280337,66
0,1,33,1,0,280338,
1,1,55,1,3,280338,31
1,1,23,1,3,280339,4
1,2,41,1,3,280339,4
2,1,45,1,3,280339,66
1,1,49,1,0,280340,4
1,1,46,2,3,280341,4
1,1,24,2,0,280342,15
1,1,45,1,3,280343,9
2,1,46,1,3,280343,31
1,1,61,1,0,280344,31
1,2,78,1,3,280344,31
1,1,46,1,0,280345,4
1,2,28,2,3,280345,4
2,1,17,1,3,280345,14
1,1,44,2,0,280346,9
1,2,7,1,0,280346,9
1,3,6,2,2,280346,9
1,4,6,1,2,280346,9
1,5,3,1,4,280346,9
1,1,19,2,3,280347,4
2,1,29,1,3,280347,31
2,2,39,1,3,280347,31
1,1,24,2,0,280348,31
1,2,2,2,0,280348,31
1,1,22,1,3,280349,9
1,2,20,2,3,280349,9
1,3,18,2,0,280349,9
1,1,32,1,0,280350,9
2,1,53,2,3,280350,4
1,1,45,2,5,280351,80
2,1,27,2,3,280351,4
1,1,52,1,0,280352,14
1,1,40,1,3,280353,31
1,2,22,2,3,280353,31
2,1,44,1,0,280353,4
1,1,50,1,0,280354,31
1,1,50,2,0,280355,4
2,1,12,1,0,280355,90
1,1,19,1,0,280356,4
1,2,20,1,0,280356,4
1,3,8,1,0,280356,4
0,1,27,1,0,280357,
0,2,23,2,0,280357,
1,1,21,1,3,280357,31
1,2,20,1,3,280357,31
1,1,26,1,3,280358,4
2,1,38,2,3,280358,31
2,2,10,2,3,280358,31
1,1,22,2,0,280360,20
1,2,21,1,0,280360,20
1,3,21,1,0,280360,20
1,1,20,2,0,280361,31
1,2,24,2,3,280361,31
1,1,20,1,0,280362,31
2,1,27,2,0,280362,20
2,2,27,2,0,280362,20
2,3,9,1,0,280362,20
0,1,47,2,0,280363,
1,1,31,1,3,280363,31
1,1,37,1,0,280364,31
1,1,26,2,3,280365,31
1,2,1,1,4,280365,31
2,1,20,2,0,280365,4
2,2,18,2,3,280365,4
1,1,15,2,3,280366,2
1,2,15,1,3,280366,2
1,1,18,1,0,280367,31
1,1,62,1,0,280368,90
1,2,99,2,0,280368,90
1,1,23,1,3,280369,31
2,1,76,1,3,280369,31
1,1,35,1,0,280370,14
1,1,33,1,3,280371,66
2,1,47,1,0,280371,31
1,1,51,1,0,280372,2
2,1,28,1,0,280372,2
1,1,66,2,3,280373,14
1,2,65,1,3,280373,14
1,3,5,2,2,280373,14
1,1,48,1,0,280374,20
2,1,28,2,0,280374,4
2,2,30,1,0,280374,4
2,3,52,2,0,280374,4
1,1,32,1,0,280375,31
1,1,50,1,3,280376,31
2,1,69,1,0,280376,2
1,1,38,2,3,280377,15
1,2,3,1,0,280377,15
1,3,22,1,0,280377,15
2,1,25,1,0,280377,4
2,2,22,2,0,280377,4
2,3,4,2,0,280377,4
1,1,31,1,0,280378,31
1,2,24,1,3,280378,31
1,1,52,1,0,280379,4
2,1,50,1,3,280379,31
1,1,29,2,3,280380,4
1,2,24,1,0,280380,4
1,3,30,1,0,280380,4
1,4,50,1,0,280380,4
1,1,23,1,3,280381,2
1,2,26,1,3,280381,2
1,3,48,1,2,280381,2
1,1,56,1,0,280382,30
1,2,61,1,0,280382,30
1,1,34,2,0,280383,4
1,2,23,1,0,280383,4
1,1,43,2,0,280384,31
1,2,37,2,3,280384,31
1,3,50,2,0,280384,31
1,1,67,1,0,280385,31
1,1,30,1,0,280386,90
2,1,25,1,0,280386,90
2,2,22,2,0,280386,90
1,1,34,1,3,280387,20
1,2,47,1,3,280387,20
2,1,31,1,3,280387,4
2,2,50,2,0,280387,4
2,3,29,1,0,280387,4
1,1,32,1,0,280388,14
1,1,57,1,0,280389,92
2,1,30,1,0,280389,4
1,1,30,2,0,280390,30
1,1,18,2,3,280391,4
1,2,21,1,3,280391,4
1,3,7,1,0,280391,4
1,4,9,1,0,280391,4
1,1,16,1,0,280392,14
1,2,21,2,0,280392,14
1,3,16,1,0,280392,14
1,4,12,1,0,280392,14
1,5,16,2,0,280392,14
1,6,17,1,0,280392,14
1,1,39,2,0,280393,4
1,2,16,1,0,280393,4
1,1,62,1,5,280394,80
1,2,40,2,5,280394,80
2,1,65,2,3,280394,2
2,2,58,1,3,280394,2
1,1,34,1,0,280395,4
1,2,62,1,3,280395,4
1,3,29,2,2,280395,4
2,1,42,1,3,280395,31
2,2,60,2,3,280395,31
2,3,13,2,2,280395,31
2,4,11,1,2,280395,31
1,1,18,1,0,280396,90
1,1,33,1,3,280397,4
1,2,30,2,3,280397,4
1,3,7,1,2,280397,4
2,1,23,1,5,280397,80
1,1,64,1,3,280398,4
1,2,49,2,3,280398,4
1,1,62,1,0,280399,31
1,1,36,2,0,280400,4
2,1,16,1,3,280400,31
2,2,16,2,3,280400,31
1,1,47,1,3,280401,4
1,1,23,1,0,280402,31
1,1,70,1,3,280403,4
1,1,18,2,3,280404,4
1,2,15,2,3,280404,4
1,3,73,1,2,280404,4
1,4,6,2,2,280404,4
2,1,66,1,0,280404,21
2,2,17,1,3,280404,21
1,1,72,2,3,280405,4
2,1,48,1,0,280405,66
1,1,18,2,2,280406,2
1,2,12,1,0,280406,2
1,3,19,2,0,280406,2
1,4,20,1,0,280406,2
1,1,34,1,0,280407,31
1,1,23,1,2,280408,14
1,2,24,2,2,280408,14
1,1,23,1,2,280409,31
1,1,35,1,0,280410,4
1,1,32,1,3,280411,30
2,1,58,1,3,280411,66
1,1,30,1,3,280412,4
2,1,68,1,3,280412,4
2,2,66,2,0,280412,4
1,1,13,2,3,280413,20
1,1,25,1,3,280414,31
1,1,36,1,0,280415,14
1,1,69,1,3,280416,4
1,2,72,2,0,280416,4
1,1,35,1,3,280417,2
1,2,49,1,0,280417,2
1,1,56,1,0,280418,80
1,1,46,1,5,280419,80
1,2,37,2,5,280419,80
1,1,81,1,3,280420,31
2,1,34,1,0,280420,78
3,1,17,2,3,280420,31
3,2,18,2,3,280420,31
1,1,50,2,3,280421,31
1,2,44,2,0,280421,31
1,3,6,1,0,280421,31
1,1,28,1,0,280422,14
1,2,27,1,0,280422,14
1,1,83,2,3,280423,4
2,1,28,2,3,280423,2
1,1,32,2,2,280424,4
1,1,28,2,3,280425,31
2,1,80,2,3,280425,4
1,1,28,1,0,280426,4
0,1,28,1,0,280427,
1,1,21,1,3,280427,4
1,1,18,1,3,280428,14
2,1,45,2,3,280428,20
1,1,37,1,3,280429,4
2,1,54,1,3,280429,31
2,2,18,1,3,280429,31
3,1,37,1,3,280429,31
1,1,46,1,0,280430,31
2,1,41,1,0,280430,31
1,1,75,1,0,280431,31
1,1,43,2,0,280432,2
1,1,38,2,3,280433,4
1,1,21,1,0,280434,4
1,1,25,1,0,280435,31
1,2,27,2,3,280435,31
1,1,40,1,3,280436,14
1,1,58,2,0,280437,14
1,1,42,1,0,280438,15
1,1,51,1,0,280439,15
1,2,13,1,0,280439,15
1,3,18,1,0,280439,15
2,1,26,1,0,280439,4
1,1,37,1,0,280440,2
0,1,46,2,0,280441,
1,1,77,1,3,280441,4
1,1,26,1,3,280442,4
1,2,59,2,3,280442,4
2,1,19,2,3,280442,31
1,1,34,1,0,280443,66
1,2,21,1,0,280443,66
1,1,23,1,3,280444,3
2,1,73,1,0,280444,6
1,1,47,1,3,280445,66
1,2,37,2,0,280445,66
1,3,7,1,0,280445,66
2,1,37,1,3,280445,16
2,2,26,1,3,280445,16
2,3,54,1,2,280445,16
2,4,31,1,2,280445,16
1,1,56,1,3,280446,31
2,1,48,1,3,280446,6
1,1,41,1,0,280447,4
1,2,44,1,3,280447,4
1,1,48,1,3,280448,16
1,1,33,1,0,280449,4
1,1,22,2,0,280450,4
1,2,45,2,0,280450,4
1,1,20,1,3,280451,31
1,2,19,1,2,280451,31
1,3,18,1,3,280451,31
2,1,68,1,3,280451,4
2,2,61,2,3,280451,4
1,1,26,1,0,280452,4
2,1,79,1,3,280452,21
2,2,77,2,3,280452,21
1,1,43,1,0,280453,15
1,1,27,1,0,280454,14
1,1,25,2,0,280455,4
0,1,99,1,0,280456,
1,1,99,1,0,280456,9
1,1,16,2,3,280457,31
1,2,14,2,3,280457,31
2,1,32,2,3,280457,4
1,1,27,2,0,280458,15
1,2,22,2,0,280458,15
1,3,18,2,0,280458,15
1,4,15,1,0,280458,15
1,1,45,1,0,280459,30
1,1,29,1,0,280460,31
1,1,22,1,0,280461,1
1,2,24,1,3,280461,1
2,1,22,1,0,280461,9
2,2,20,1,0,280461,9
2,3,23,1,2,280461,9
2,4,23,1,2,280461,9
1,1,43,1,3,280462,1
1,2,57,2,3,280462,1
2,1,21,2,0,280462,4
2,2,20,1,3,280462,4
1,1,57,1,3,280463,31
2,1,40,1,0,280463,31
1,1,48,1,0,280464,31
1,1,64,1,0,280465,30
1,2,60,2,0,280465,30
1,1,24,1,3,280466,30
1,1,27,1,5,280467,80
1,1,84,1,0,280468,9
2,1,70,1,3,280468,39
2,2,70,1,3,280468,39
1,1,22,2,0,280469,2
2,1,45,1,5,280469,80
1,1,77,2,0,280470,15
1,1,21,2,0,280471,31
1,1,16,1,3,280472,31
1,2,16,1,3,280472,31
2,1,24,1,0,280472,9
1,1,43,1,3,280473,4
2,1,23,1,3,280473,31
3,1,44,1,3,280473,14
4,1,25,1,3,280473,4
1,1,42,1,5,280474,80
2,1,20,1,3,280474,31
1,1,60,2,3,280475,4
2,1,50,1,3,280475,66
1,1,26,1,0,280476,4
1,1,33,2,0,280477,4
1,1,47,1,0,280478,30
1,1,44,1,0,280479,66
2,1,32,1,0,280479,4
1,1,33,2,0,280480,2
2,1,40,1,3,280480,21
2,2,10,1,3,280480,21
1,1,50,1,0,280481,31
2,1,36,2,3,280481,4
1,1,36,1,0,280482,31
1,1,16,1,3,280483,14
1,2,14,1,0,280483,14
1,3,14,1,3,280483,14
1,4,15,2,0,280483,14
1,5,11,1,0,280483,14
2,1,20,2,3,280483,4
2,2,16,2,3,280483,4
2,3,16,2,2,280483,4
1,1,34,2,3,280484,15
1,2,10,2,3,280484,15
1,3,8,2,3,280484,15
2,1,53,1,5,280484,80
0,1,17,1,0,280485,
1,1,19,1,3,280485,14
1,1,42,1,3,280486,66
2,1,24,1,0,280486,80
3,1,22,1,5,280486,80
1,1,59,1,0,280487,31
1,1,36,2,0,280488,2
2,1,61,1,3,280488,31
2,2,58,2,3,280488,31
1,1,41,1,0,280489,31
1,1,15,2,0,280490,31
1,1,61,2,0,280491,4
2,1,66,2,3,280491,4
1,1,47,1,0,280492,31
1,1,66,1,3,280493,31
1,2,6,2,3,280493,31
2,1,29,1,3,280493,20
2,2,5,2,3,280493,20
2,3,4,1,4,280493,20
1,1,38,1,0,280494,66
2,1,67,1,2,280494,66
1,1,46,1,5,280495,80
1,1,42,2,3,280496,14
0,1,38,2,0,280497,
1,1,17,2,3,280497,4
0,1,55,1,0,280498,
1,1,41,2,3,280498,14
1,1,22,1,3,280499,31
1,2,22,2,3,280499,31
1,1,46,1,3,280500,31
1,1,39,2,0,280501,4
1,2,31,2,0,280501,4
1,3,17,2,0,280501,4
1,4,13,1,0,280501,4
1,5,11,2,0,280501,4
1,6,19,2,0,280501,4
1,1,47,1,0,280502,66
1,1,39,1,3,280503,66
1,1,44,1,0,280504,2
1,2,42,1,0,280504,2
2,1,39,2,0,280504,2
1,1,44,1,0,280505,14
1,1,28,2,0,280506,14
1,1,20,2,0,280507,4
1,1,32,1,0,280508,2
1,2,17,1,0,280508,2
2,1,19,1,0,280508,14
1,1,39,1,3,280509,66
1,2,48,1,0,280509,66
2,1,18,1,0,280509,14
2,2,21,1,0,280509,14
1,1,44,2,3,280510,4
2,1,80,2,3,280510,4
2,2,77,1,0,280510,4
1,1,34,2,3,280511,4
0,1,11,2,0,280512,
0,2,4,1,0,280512,
0,3,5,1,0,280512,
1,1,34,1,0,280512,4
1,2,38,2,0,280512,4
1,1,23,1,3,280513,4
2,1,22,1,3,280513,31
2,2,17,1,3,280513,31
1,1,19,2,3,280514,4
1,1,18,1,0,280515,15
1,1,16,1,3,280516,4
1,2,16,1,0,280516,4
1,3,99,1,0,280516,4
2,1,63,1,0,280516,14
1,1,21,1,0,280517,4
1,2,25,2,0,280517,4
1,3,25,1,0,280517,4
1,1,30,1,0,280518,2
1,2,26,2,0,280518,2
1,1,21,1,0,280519,4
1,1,22,1,0,280520,31
1,1,54,2,0,280521,14
2,1,30,2,0,280521,14
2,2,11,2,0,280521,14
2,3,2,2,4,280521,14
1,1,34,1,0,280522,2
1,2,54,2,0,280522,2
1,3,16,1,0,280522,2
1,4,2,2,0,280522,2
1,5,7,2,0,280522,2
1,6,29,2,0,280522,2
1,7,24,1,0,280522,2
2,1,36,1,0,280522,31
1,1,64,1,3,280523,39
1,2,47,1,0,280523,39
2,1,20,1,3,280523,14
1,1,24,1,3,280524,21
1,2,50,1,3,280524,21
1,1,21,2,0,280525,4
2,1,50,2,0,280525,4
1,1,37,1,0,280526,31
1,1,35,1,5,280527,80
1,1,26,2,0,280528,4
1,2,5,1,0,280528,4
1,3,7,2,0,280528,4
1,1,26,1,0,280529,31
1,2,26,1,0,280529,31
1,1,44,2,5,280530,80
1,1,20,1,0,280531,31
1,1,17,1,0,280532,31
1,2,40,1,0,280532,31
2,1,55,1,3,280532,66
1,1,40,1,0,280533,20
1,2,37,2,0,280533,20
0,1,34,2,0,280534,
1,1,55,1,3,280534,66
1,1,25,1,2,280535,4
1,2,26,2,0,280535,4
1,3,27,2,0,280535,4
1,4,25,2,0,280535,4
1,1,43,1,5,280536,80
1,1,48,2,3,280537,4
2,1,61,2,3,280537,4
1,1,70,2,3,280538,31
1,1,24,1,3,280539,31
2,1,18,1,0,280539,2
1,1,17,1,0,280540,14
1,1,32,1,0,280541,31
1,1,85,1,3,280542,31
2,1,41,2,0,280542,30
2,2,53,1,0,280542,30
1,1,42,1,0,280543,9
1,2,63,1,3,280543,9
1,1,36,1,0,280544,4
1,1,21,2,3,280545,39
2,1,61,1,3,280545,4
1,1,29,1,0,280546,31
1,1,48,1,3,280547,31
1,1,50,1,0,280548,4
1,1,67,1,3,280549,4
2,1,24,1,3,280549,31
1,1,37,1,3,280550,30
2,1,44,2,0,280550,4
1,1,56,1,0,280551,30
1,1,69,2,0,280552,4
1,1,59,1,0,280553,4
1,1,29,1,3,280554,66
2,1,48,1,3,280554,14
1,1,46,1,0,280555,30
1,1,23,1,3,280557,31
2,1,23,1,3,280557,2
1,1,43,1,3,280558,31
1,2,3,2,4,280558,31
1,3,20,2,0,280558,31
1,4,43,2,2,280558,31
1,5,36,1,0,280558,31
1,6,50,1,0,280558,31
1,7,18,2,0,280558,31
1,8,9,2,0,280558,31
1,9,57,2,0,280558,31
1,1,42,1,3,280559,31
1,2,28,1,3,280559,31
2,1,54,1,3,280559,14
