,State,FIPS_State,FIPS_County,County,County_State
2801,UT,49,049,Utah County,"Utah County, UT"
2802,UT,49,051,Wasatch County,"Wasatch County, UT"
2803,UT,49,053,Washington County,"Washington County, UT"
2804,UT,49,055,Wayne County,"Wayne County, UT"
2805,UT,49,057,Weber County,"Weber County, UT"
2806,VT,50,001,Addison County,"Addison County, VT"
2807,VT,50,003,Bennington County,"Bennington County, VT"
2808,VT,50,005,Caledonia County,"Caledonia County, VT"
2809,VT,50,007,Chittenden County,"Chittenden County, VT"
2810,VT,50,009,Essex County,"Essex County, VT"
2811,VT,50,011,Franklin County,"Franklin County, VT"
2812,VT,50,013,Grand Isle County,"Grand Isle County, VT"
2813,VT,50,015,Lamoille County,"Lamoille County, VT"
2814,VT,50,017,Orange County,"Orange County, VT"
2815,VT,50,019,Orleans County,"Orleans County, VT"
2816,VT,50,021,Rutland County,"Rutland County, VT"
2817,VT,50,023,Washington County,"Washington County, VT"
2818,VT,50,025,Windham County,"Windham County, VT"
2819,VT,50,027,Windsor County,"Windsor County, VT"
2820,VA,51,001,Accomack County,"Accomack County, VA"
2821,VA,51,003,Albemarle County,"Albemarle County, VA"
2822,VA,51,005,Alleghany County,"Alleghany County, VA"
2823,VA,51,007,Amelia County,"Amelia County, VA"
2824,VA,51,009,Amherst County,"Amherst County, VA"
2825,VA,51,011,Appomattox County,"Appomattox County, VA"
2826,VA,51,013,Arlington County,"Arlington County, VA"
2827,VA,51,015,Augusta County,"Augusta County, VA"
2828,VA,51,017,Bath County,"Bath County, VA"
2829,VA,51,019,Bedford County,"Bedford County, VA"
2830,VA,51,021,Bland County,"Bland County, VA"
2831,VA,51,023,Botetourt County,"Botetourt County, VA"
2832,VA,51,025,Brunswick County,"Brunswick County, VA"
2833,VA,51,027,Buchanan County,"Buchanan County, VA"
2834,VA,51,029,Buckingham County,"Buckingham County, VA"
2835,VA,51,031,Campbell County,"Campbell County, VA"
2836,VA,51,033,Caroline County,"Caroline County, VA"
2837,VA,51,035,Carroll County,"Carroll County, VA"
2838,VA,51,036,Charles City County,"Charles City County, VA"
2839,VA,51,037,Charlotte County,"Charlotte County, VA"
2840,VA,51,041,Chesterfield County,"Chesterfield County, VA"
2841,VA,51,043,Clarke County,"Clarke County, VA"
2842,VA,51,045,Craig County,"Craig County, VA"
2843,VA,51,047,Culpeper County,"Culpeper County, VA"
2844,VA,51,049,Cumberland County,"Cumberland County, VA"
2845,VA,51,051,Dickenson County,"Dickenson County, VA"
2846,VA,51,053,Dinwiddie County,"Dinwiddie County, VA"
2847,VA,51,057,Essex County,"Essex County, VA"
2848,VA,51,059,Fairfax County,"Fairfax County, VA"
2849,VA,51,061,Fauquier County,"Fauquier County, VA"
2850,VA,51,063,Floyd County,"Floyd County, VA"
2851,VA,51,065,Fluvanna County,"Fluvanna County, VA"
2852,VA,51,067,Franklin County,"Franklin County, VA"
2853,VA,51,069,Frederick County,"Frederick County, VA"
2854,VA,51,071,Giles County,"Giles County, VA"
2855,VA,51,073,Gloucester County,"Gloucester County, VA"
2856,VA,51,075,Goochland County,"Goochland County, VA"
2857,VA,51,077,Grayson County,"Grayson County, VA"
2858,VA,51,079,Greene County,"Greene County, VA"
2859,VA,51,081,Greensville County,"Greensville County, VA"
2860,VA,51,083,Halifax County,"Halifax County, VA"
2861,VA,51,085,Hanover County,"Hanover County, VA"
2862,VA,51,087,Henrico County,"Henrico County, VA"
2863,VA,51,089,Henry County,"Henry County, VA"
2864,VA,51,091,Highland County,"Highland County, VA"
2865,VA,51,093,Isle of Wight County,"Isle of Wight County, VA"
2866,VA,51,095,James City County,"James City County, VA"
2867,VA,51,097,King and Queen County,"King and Queen County, VA"
2868,VA,51,099,King George County,"King George County, VA"
2869,VA,51,101,King William County,"King William County, VA"
2870,VA,51,103,Lancaster County,"Lancaster County, VA"
2871,VA,51,105,Lee County,"Lee County, VA"
2872,VA,51,107,Loudoun County,"Loudoun County, VA"
2873,VA,51,109,Louisa County,"Louisa County, VA"
2874,VA,51,111,Lunenburg County,"Lunenburg County, VA"
2875,VA,51,113,Madison County,"Madison County, VA"
2876,VA,51,115,Mathews County,"Mathews County, VA"
2877,VA,51,117,Mecklenburg County,"Mecklenburg County, VA"
2878,VA,51,119,Middlesex County,"Middlesex County, VA"
2879,VA,51,121,Montgomery County,"Montgomery County, VA"
2880,VA,51,125,Nelson County,"Nelson County, VA"
2881,VA,51,127,New Kent County,"New Kent County, VA"
2882,VA,51,131,Northampton County,"Northampton County, VA"
2883,VA,51,133,Northumberland County,"Northumberland County, VA"
2884,VA,51,135,Nottoway County,"Nottoway County, VA"
2885,VA,51,137,Orange County,"Orange County, VA"
2886,VA,51,139,Page County,"Page County, VA"
2887,VA,51,141,Patrick County,"Patrick County, VA"
2888,VA,51,143,Pittsylvania County,"Pittsylvania County, VA"
2889,VA,51,145,Powhatan County,"Powhatan County, VA"
2890,VA,51,147,Prince Edward County,"Prince Edward County, VA"
2891,VA,51,149,Prince George County,"Prince George County, VA"
2892,VA,51,153,Prince William County,"Prince William County, VA"
2893,VA,51,155,Pulaski County,"Pulaski County, VA"
2894,VA,51,157,Rappahannock County,"Rappahannock County, VA"
2895,VA,51,159,Richmond County,"Richmond County, VA"
2896,VA,51,161,Roanoke County,"Roanoke County, VA"
2897,VA,51,163,Rockbridge County,"Rockbridge County, VA"
2898,VA,51,165,Rockingham County,"Rockingham County, VA"
2899,VA,51,167,Russell County,"Russell County, VA"
2900,VA,51,169,Scott County,"Scott County, VA"
2901,VA,51,171,Shenandoah County,"Shenandoah County, VA"
2902,VA,51,173,Smyth County,"Smyth County, VA"
2903,VA,51,175,Southampton County,"Southampton County, VA"
2904,VA,51,177,Spotsylvania County,"Spotsylvania County, VA"
2905,VA,51,179,Stafford County,"Stafford County, VA"
2906,VA,51,181,Surry County,"Surry County, VA"
2907,VA,51,183,Sussex County,"Sussex County, VA"
2908,VA,51,185,Tazewell County,"Tazewell County, VA"
2909,VA,51,187,Warren County,"Warren County, VA"
2910,VA,51,191,Washington County,"Washington County, VA"
2911,VA,51,193,Westmoreland County,"Westmoreland County, VA"
2912,VA,51,195,Wise County,"Wise County, VA"
2913,VA,51,197,Wythe County,"Wythe County, VA"
2914,VA,51,199,York County,"York County, VA"
2915,VA,51,510,Alexandria city,"Alexandria city, VA"
2916,VA,51,515,Bedford city,"Bedford city, VA"
2917,VA,51,520,Bristol city,"Bristol city, VA"
2918,VA,51,530,Buena Vista city,"Buena Vista city, VA"
2919,VA,51,540,Charlottesville city,"Charlottesville city, VA"
2920,VA,51,550,Chesapeake city,"Chesapeake city, VA"
2921,VA,51,570,Colonial Heights city,"Colonial Heights city, VA"
2922,VA,51,580,Covington city,"Covington city, VA"
2923,VA,51,590,Danville city,"Danville city, VA"
2924,VA,51,595,Emporia city,"Emporia city, VA"
2925,VA,51,600,Fairfax city,"Fairfax city, VA"
2926,VA,51,610,Falls Church city,"Falls Church city, VA"
2927,VA,51,620,Franklin city,"Franklin city, VA"
2928,VA,51,630,Fredericksburg city,"Fredericksburg city, VA"
2929,VA,51,640,Galax city,"Galax city, VA"
2930,VA,51,650,Hampton city,"Hampton city, VA"
2931,VA,51,660,Harrisonburg city,"Harrisonburg city, VA"
2932,VA,51,670,Hopewell city,"Hopewell city, VA"
2933,VA,51,678,Lexington city,"Lexington city, VA"
2934,VA,51,680,Lynchburg city,"Lynchburg city, VA"
2935,VA,51,683,Manassas city,"Manassas city, VA"
2936,VA,51,685,Manassas Park city,"Manassas Park city, VA"
2937,VA,51,690,Martinsville city,"Martinsville city, VA"
2938,VA,51,700,Newport News city,"Newport News city, VA"
2939,VA,51,710,Norfolk city,"Norfolk city, VA"
2940,VA,51,720,Norton city,"Norton city, VA"
2941,VA,51,730,Petersburg city,"Petersburg city, VA"
2942,VA,51,735,Poquoson city,"Poquoson city, VA"
2943,VA,51,740,Portsmouth city,"Portsmouth city, VA"
2944,VA,51,750,Radford city,"Radford city, VA"
2945,VA,51,760,Richmond city,"Richmond city, VA"
2946,VA,51,770,Roanoke city,"Roanoke city, VA"
2947,VA,51,775,Salem city,"Salem city, VA"
2948,VA,51,790,Staunton city,"Staunton city, VA"
2949,VA,51,800,Suffolk city,"Suffolk city, VA"
2950,VA,51,810,Virginia Beach city,"Virginia Beach city, VA"
2951,VA,51,820,Waynesboro city,"Waynesboro city, VA"
2952,VA,51,830,Williamsburg city,"Williamsburg city, VA"
2953,VA,51,840,Winchester city,"Winchester city, VA"
2954,WA,53,001,Adams County,"Adams County, WA"
2955,WA,53,003,Asotin County,"Asotin County, WA"
2956,WA,53,005,Benton County,"Benton County, WA"
2957,WA,53,007,Chelan County,"Chelan County, WA"
2958,WA,53,009,Clallam County,"Clallam County, WA"
2959,WA,53,011,Clark County,"Clark County, WA"
2960,WA,53,013,Columbia County,"Columbia County, WA"
2961,WA,53,015,Cowlitz County,"Cowlitz County, WA"
2962,WA,53,017,Douglas County,"Douglas County, WA"
2963,WA,53,019,Ferry County,"Ferry County, WA"
2964,WA,53,021,Franklin County,"Franklin County, WA"
2965,WA,53,023,Garfield County,"Garfield County, WA"
2966,WA,53,025,Grant County,"Grant County, WA"
2967,WA,53,027,Grays Harbor County,"Grays Harbor County, WA"
2968,WA,53,029,Island County,"Island County, WA"
2969,WA,53,031,Jefferson County,"Jefferson County, WA"
2970,WA,53,033,King County,"King County, WA"
2971,WA,53,035,Kitsap County,"Kitsap County, WA"
2972,WA,53,037,Kittitas County,"Kittitas County, WA"
2973,WA,53,039,Klickitat County,"Klickitat County, WA"
2974,WA,53,041,Lewis County,"Lewis County, WA"
2975,WA,53,043,Lincoln County,"Lincoln County, WA"
2976,WA,53,045,Mason County,"Mason County, WA"
2977,WA,53,047,Okanogan County,"Okanogan County, WA"
2978,WA,53,049,Pacific County,"Pacific County, WA"
2979,WA,53,051,Pend Oreille County,"Pend Oreille County, WA"
2980,WA,53,053,Pierce County,"Pierce County, WA"
2981,WA,53,055,San Juan County,"San Juan County, WA"
2982,WA,53,057,Skagit County,"Skagit County, WA"
2983,WA,53,059,Skamania County,"Skamania County, WA"
2984,WA,53,061,Snohomish County,"Snohomish County, WA"
2985,WA,53,063,Spokane County,"Spokane County, WA"
2986,WA,53,065,Stevens County,"Stevens County, WA"
2987,WA,53,067,Thurston County,"Thurston County, WA"
2988,WA,53,069,Wahkiakum County,"Wahkiakum County, WA"
2989,WA,53,071,Walla Walla County,"Walla Walla County, WA"
2990,WA,53,073,Whatcom County,"Whatcom County, WA"
2991,WA,53,075,Whitman County,"Whitman County, WA"
2992,WA,53,077,Yakima County,"Yakima County, WA"
2993,WV,54,001,Barbour County,"Barbour County, WV"
2994,WV,54,003,Berkeley County,"Berkeley County, WV"
2995,WV,54,005,Boone County,"Boone County, WV"
2996,WV,54,007,Braxton County,"Braxton County, WV"
2997,WV,54,009,Brooke County,"Brooke County, WV"
2998,WV,54,011,Cabell County,"Cabell County, WV"
2999,WV,54,013,Calhoun County,"Calhoun County, WV"
3000,WV,54,015,Clay County,"Clay County, WV"
3001,WV,54,017,Doddridge County,"Doddridge County, WV"
3002,WV,54,019,Fayette County,"Fayette County, WV"
3003,WV,54,021,Gilmer County,"Gilmer County, WV"
3004,WV,54,023,Grant County,"Grant County, WV"
3005,WV,54,025,Greenbrier County,"Greenbrier County, WV"
3006,WV,54,027,Hampshire County,"Hampshire County, WV"
3007,WV,54,029,Hancock County,"Hancock County, WV"
3008,WV,54,031,Hardy County,"Hardy County, WV"
3009,WV,54,033,Harrison County,"Harrison County, WV"
3010,WV,54,035,Jackson County,"Jackson County, WV"
3011,WV,54,037,Jefferson County,"Jefferson County, WV"
3012,WV,54,039,Kanawha County,"Kanawha County, WV"
3013,WV,54,041,Lewis County,"Lewis County, WV"
3014,WV,54,043,Lincoln County,"Lincoln County, WV"
3015,WV,54,045,Logan County,"Logan County, WV"
3016,WV,54,047,McDowell County,"McDowell County, WV"
3017,WV,54,049,Marion County,"Marion County, WV"
3018,WV,54,051,Marshall County,"Marshall County, WV"
3019,WV,54,053,Mason County,"Mason County, WV"
3020,WV,54,055,Mercer County,"Mercer County, WV"
3021,WV,54,057,Mineral County,"Mineral County, WV"
3022,WV,54,059,Mingo County,"Mingo County, WV"
3023,WV,54,061,Monongalia County,"Monongalia County, WV"
3024,WV,54,063,Monroe County,"Monroe County, WV"
3025,WV,54,065,Morgan County,"Morgan County, WV"
3026,WV,54,067,Nicholas County,"Nicholas County, WV"
3027,WV,54,069,Ohio County,"Ohio County, WV"
3028,WV,54,071,Pendleton County,"Pendleton County, WV"
3029,WV,54,073,Pleasants County,"Pleasants County, WV"
3030,WV,54,075,Pocahontas County,"Pocahontas County, WV"
3031,WV,54,077,Preston County,"Preston County, WV"
3032,WV,54,079,Putnam County,"Putnam County, WV"
3033,WV,54,081,Raleigh County,"Raleigh County, WV"
3034,WV,54,083,Randolph County,"Randolph County, WV"
3035,WV,54,085,Ritchie County,"Ritchie County, WV"
3036,WV,54,087,Roane County,"Roane County, WV"
3037,WV,54,089,Summers County,"Summers County, WV"
3038,WV,54,091,Taylor County,"Taylor County, WV"
3039,WV,54,093,Tucker County,"Tucker County, WV"
3040,WV,54,095,Tyler County,"Tyler County, WV"
3041,WV,54,097,Upshur County,"Upshur County, WV"
3042,WV,54,099,Wayne County,"Wayne County, WV"
3043,WV,54,101,Webster County,"Webster County, WV"
3044,WV,54,103,Wetzel County,"Wetzel County, WV"
3045,WV,54,105,Wirt County,"Wirt County, WV"
3046,WV,54,107,Wood County,"Wood County, WV"
3047,WV,54,109,Wyoming County,"Wyoming County, WV"
3048,WI,55,001,Adams County,"Adams County, WI"
3049,WI,55,003,Ashland County,"Ashland County, WI"
3050,WI,55,005,Barron County,"Barron County, WI"
3051,WI,55,007,Bayfield County,"Bayfield County, WI"
3052,WI,55,009,Brown County,"Brown County, WI"
3053,WI,55,011,Buffalo County,"Buffalo County, WI"
3054,WI,55,013,Burnett County,"Burnett County, WI"
3055,WI,55,015,Calumet County,"Calumet County, WI"
3056,WI,55,017,Chippewa County,"Chippewa County, WI"
3057,WI,55,019,Clark County,"Clark County, WI"
3058,WI,55,021,Columbia County,"Columbia County, WI"
3059,WI,55,023,Crawford County,"Crawford County, WI"
3060,WI,55,025,Dane County,"Dane County, WI"
3061,WI,55,027,Dodge County,"Dodge County, WI"
3062,WI,55,029,Door County,"Door County, WI"
3063,WI,55,031,Douglas County,"Douglas County, WI"
3064,WI,55,033,Dunn County,"Dunn County, WI"
3065,WI,55,035,Eau Claire County,"Eau Claire County, WI"
3066,WI,55,037,Florence County,"Florence County, WI"
3067,WI,55,039,Fond du Lac County,"Fond du Lac County, WI"
3068,WI,55,041,Forest County,"Forest County, WI"
3069,WI,55,043,Grant County,"Grant County, WI"
3070,WI,55,045,Green County,"Green County, WI"
3071,WI,55,047,Green Lake County,"Green Lake County, WI"
3072,WI,55,049,Iowa County,"Iowa County, WI"
3073,WI,55,051,Iron County,"Iron County, WI"
3074,WI,55,053,Jackson County,"Jackson County, WI"
3075,WI,55,055,Jefferson County,"Jefferson County, WI"
3076,WI,55,057,Juneau County,"Juneau County, WI"
3077,WI,55,059,Kenosha County,"Kenosha County, WI"
3078,WI,55,061,Kewaunee County,"Kewaunee County, WI"
3079,WI,55,063,La Crosse County,"La Crosse County, WI"
3080,WI,55,065,Lafayette County,"Lafayette County, WI"
3081,WI,55,067,Langlade County,"Langlade County, WI"
3082,WI,55,069,Lincoln County,"Lincoln County, WI"
3083,WI,55,071,Manitowoc County,"Manitowoc County, WI"
3084,WI,55,073,Marathon County,"Marathon County, WI"
3085,WI,55,075,Marinette County,"Marinette County, WI"
3086,WI,55,077,Marquette County,"Marquette County, WI"
3087,WI,55,078,Menominee County,"Menominee County, WI"
3088,WI,55,079,Milwaukee County,"Milwaukee County, WI"
3089,WI,55,081,Monroe County,"Monroe County, WI"
3090,WI,55,083,Oconto County,"Oconto County, WI"
3091,WI,55,085,Oneida County,"Oneida County, WI"
3092,WI,55,087,Outagamie County,"Outagamie County, WI"
3093,WI,55,089,Ozaukee County,"Ozaukee County, WI"
3094,WI,55,091,Pepin County,"Pepin County, WI"
3095,WI,55,093,Pierce County,"Pierce County, WI"
3096,WI,55,095,Polk County,"Polk County, WI"
3097,WI,55,097,Portage County,"Portage County, WI"
3098,WI,55,099,Price County,"Price County, WI"
3099,WI,55,101,Racine County,"Racine County, WI"
3100,WI,55,103,Richland County,"Richland County, WI"
3101,WI,55,105,Rock County,"Rock County, WI"
3102,WI,55,107,Rusk County,"Rusk County, WI"
3103,WI,55,109,St. Croix County,"St. Croix County, WI"
3104,WI,55,111,Sauk County,"Sauk County, WI"
3105,WI,55,113,Sawyer County,"Sawyer County, WI"
3106,WI,55,115,Shawano County,"Shawano County, WI"
3107,WI,55,117,Sheboygan County,"Sheboygan County, WI"
3108,WI,55,119,Taylor County,"Taylor County, WI"
3109,WI,55,121,Trempealeau County,"Trempealeau County, WI"
3110,WI,55,123,Vernon County,"Vernon County, WI"
3111,WI,55,125,Vilas County,"Vilas County, WI"
3112,WI,55,127,Walworth County,"Walworth County, WI"
3113,WI,55,129,Washburn County,"Washburn County, WI"
3114,WI,55,131,Washington County,"Washington County, WI"
3115,WI,55,133,Waukesha County,"Waukesha County, WI"
3116,WI,55,135,Waupaca County,"Waupaca County, WI"
3117,WI,55,137,Waushara County,"Waushara County, WI"
3118,WI,55,139,Winnebago County,"Winnebago County, WI"
3119,WI,55,141,Wood County,"Wood County, WI"
3120,WY,56,001,Albany County,"Albany County, WY"
3121,WY,56,003,Big Horn County,"Big Horn County, WY"
3122,WY,56,005,Campbell County,"Campbell County, WY"
3123,WY,56,007,Carbon County,"Carbon County, WY"
3124,WY,56,009,Converse County,"Converse County, WY"
3125,WY,56,011,Crook County,"Crook County, WY"
3126,WY,56,013,Fremont County,"Fremont County, WY"
3127,WY,56,015,Goshen County,"Goshen County, WY"
3128,WY,56,017,Hot Springs County,"Hot Springs County, WY"
3129,WY,56,019,Johnson County,"Johnson County, WY"
3130,WY,56,021,Laramie County,"Laramie County, WY"
3131,WY,56,023,Lincoln County,"Lincoln County, WY"
3132,WY,56,025,Natrona County,"Natrona County, WY"
3133,WY,56,027,Niobrara County,"Niobrara County, WY"
3134,WY,56,029,Park County,"Park County, WY"
3135,WY,56,031,Platte County,"Platte County, WY"
3136,WY,56,033,Sheridan County,"Sheridan County, WY"
3137,WY,56,035,Sublette County,"Sublette County, WY"
3138,WY,56,037,Sweetwater County,"Sweetwater County, WY"
3139,WY,56,039,Teton County,"Teton County, WY"
3140,WY,56,041,Uinta County,"Uinta County, WY"
3141,WY,56,043,Washakie County,"Washakie County, WY"
3142,WY,56,045,Weston County,"Weston County, WY"
3143,AS,60,010,Eastern District,"Eastern District, AS"
3144,AS,60,020,Manu'a District,"Manu'a District, AS"
3145,AS,60,030,Rose Island,"Rose Island, AS"
3146,AS,60,040,Swains Island,"Swains Island, AS"
3147,AS,60,050,Western District,"Western District, AS"
3148,GU,66,010,Guam,"Guam, GU"
3149,MP,69,085,Northern Islands Municipality,"Northern Islands Municipality, MP"
3150,MP,69,100,Rota Municipality,"Rota Municipality, MP"
3151,MP,69,110,Saipan Municipality,"Saipan Municipality, MP"
3152,MP,69,120,Tinian Municipality,"Tinian Municipality, MP"
3153,PR,72,001,Adjuntas Municipio,"Adjuntas Municipio, PR"
3154,PR,72,003,Aguada Municipio,"Aguada Municipio, PR"
3155,PR,72,005,Aguadilla Municipio,"Aguadilla Municipio, PR"
3156,PR,72,007,Aguas Buenas Municipio,"Aguas Buenas Municipio, PR"
3157,PR,72,009,Aibonito Municipio,"Aibonito Municipio, PR"
3158,PR,72,011,Anasco Municipio,"Anasco Municipio, PR"
3159,PR,72,013,Arecibo Municipio,"Arecibo Municipio, PR"
3160,PR,72,015,Arroyo Municipio,"Arroyo Municipio, PR"
3161,PR,72,017,Barceloneta Municipio,"Barceloneta Municipio, PR"
3162,PR,72,019,Barranquitas Municipio,"Barranquitas Municipio, PR"
3163,PR,72,021,Bayamon Municipio,"Bayamon Municipio, PR"
3164,PR,72,023,Cabo Rojo Municipio,"Cabo Rojo Municipio, PR"
3165,PR,72,025,Caguas Municipio,"Caguas Municipio, PR"
3166,PR,72,027,Camuy Municipio,"Camuy Municipio, PR"
3167,PR,72,029,Canovanas Municipio,"Canovanas Municipio, PR"
3168,PR,72,031,Carolina Municipio,"Carolina Municipio, PR"
3169,PR,72,033,Catano Municipio,"Catano Municipio, PR"
3170,PR,72,035,Cayey Municipio,"Cayey Municipio, PR"
3171,PR,72,037,Ceiba Municipio,"Ceiba Municipio, PR"
3172,PR,72,039,Ciales Municipio,"Ciales Municipio, PR"
3173,PR,72,041,Cidra Municipio,"Cidra Municipio, PR"
3174,PR,72,043,Coamo Municipio,"Coamo Municipio, PR"
3175,PR,72,045,Comerio Municipio,"Comerio Municipio, PR"
3176,PR,72,047,Corozal Municipio,"Corozal Municipio, PR"
3177,PR,72,049,Culebra Municipio,"Culebra Municipio, PR"
3178,PR,72,051,Dorado Municipio,"Dorado Municipio, PR"
3179,PR,72,053,Fajardo Municipio,"Fajardo Municipio, PR"
3180,PR,72,054,Florida Municipio,"Florida Municipio, PR"
3181,PR,72,055,Guanica Municipio,"Guanica Municipio, PR"
3182,PR,72,057,Guayama Municipio,"Guayama Municipio, PR"
3183,PR,72,059,Guayanilla Municipio,"Guayanilla Municipio, PR"
3184,PR,72,061,Guaynabo Municipio,"Guaynabo Municipio, PR"
3185,PR,72,063,Gurabo Municipio,"Gurabo Municipio, PR"
3186,PR,72,065,Hatillo Municipio,"Hatillo Municipio, PR"
3187,PR,72,067,Hormigueros Municipio,"Hormigueros Municipio, PR"
3188,PR,72,069,Humacao Municipio,"Humacao Municipio, PR"
3189,PR,72,071,Isabela Municipio,"Isabela Municipio, PR"
3190,PR,72,073,Jayuya Municipio,"Jayuya Municipio, PR"
3191,PR,72,075,Juana Diaz Municipio,"Juana Diaz Municipio, PR"
3192,PR,72,077,Juncos Municipio,"Juncos Municipio, PR"
3193,PR,72,079,Lajas Municipio,"Lajas Municipio, PR"
3194,PR,72,081,Lares Municipio,"Lares Municipio, PR"
3195,PR,72,083,Las Marias Municipio,"Las Marias Municipio, PR"
3196,PR,72,085,Las Piedras Municipio,"Las Piedras Municipio, PR"
3197,PR,72,087,Loiza Municipio,"Loiza Municipio, PR"
3198,PR,72,089,Luquillo Municipio,"Luquillo Municipio, PR"
3199,PR,72,091,Manati Municipio,"Manati Municipio, PR"
3200,PR,72,093,Maricao Municipio,"Maricao Municipio, PR"
3201,PR,72,095,Maunabo Municipio,"Maunabo Municipio, PR"
3202,PR,72,097,Mayaguez Municipio,"Mayaguez Municipio, PR"
3203,PR,72,099,Moca Municipio,"Moca Municipio, PR"
3204,PR,72,101,Morovis Municipio,"Morovis Municipio, PR"
3205,PR,72,103,Naguabo Municipio,"Naguabo Municipio, PR"
3206,PR,72,105,Naranjito Municipio,"Naranjito Municipio, PR"
3207,PR,72,107,Orocovis Municipio,"Orocovis Municipio, PR"
3208,PR,72,109,Patillas Municipio,"Patillas Municipio, PR"
3209,PR,72,111,Penuelas Municipio,"Penuelas Municipio, PR"
3210,PR,72,113,Ponce Municipio,"Ponce Municipio, PR"
3211,PR,72,115,Quebradillas Municipio,"Quebradillas Municipio, PR"
3212,PR,72,117,Rincon Municipio,"Rincon Municipio, PR"
3213,PR,72,119,Rio Grande Municipio,"Rio Grande Municipio, PR"
3214,PR,72,121,Sabana Grande Municipio,"Sabana Grande Municipio, PR"
3215,PR,72,123,Salinas Municipio,"Salinas Municipio, PR"
3216,PR,72,125,San German Municipio,"San German Municipio, PR"
3217,PR,72,127,San Juan Municipio,"San Juan Municipio, PR"
3218,PR,72,129,San Lorenzo Municipio,"San Lorenzo Municipio, PR"
3219,PR,72,131,San Sebastian Municipio,"San Sebastian Municipio, PR"
3220,PR,72,133,Santa Isabel Municipio,"Santa Isabel Municipio, PR"
3221,PR,72,135,Toa Alta Municipio,"Toa Alta Municipio, PR"
3222,PR,72,137,Toa Baja Municipio,"Toa Baja Municipio, PR"
3223,PR,72,139,Trujillo Alto Municipio,"Trujillo Alto Municipio, PR"
3224,PR,72,141,Utuado Municipio,"Utuado Municipio, PR"
3225,PR,72,143,Vega Alta Municipio,"Vega Alta Municipio, PR"
3226,PR,72,145,Vega Baja Municipio,"Vega Baja Municipio, PR"
3227,PR,72,147,Vieques Municipio,"Vieques Municipio, PR"
3228,PR,72,149,Villalba Municipio,"Villalba Municipio, PR"
3229,PR,72,151,Yabucoa Municipio,"Yabucoa Municipio, PR"
3230,PR,72,153,Yauco Municipio,"Yauco Municipio, PR"
3231,UM,74,300,Midway Islands,"Midway Islands, UM"
3232,VI,78,010,St. Croix Island,"St. Croix Island, VI"
3233,VI,78,020,St. John Island,"St. John Island, VI"
3234,VI,78,030,St. Thomas Island,"St. Thomas Island, VI"
