,State,FIPS_State,FIPS_County,County,County_State
1058,KY,21,131,Leslie County,"Leslie County, KY"
1059,KY,21,133,Letcher County,"Letcher County, KY"
1060,KY,21,135,Lewis County,"Lewis County, KY"
1061,KY,21,137,Lincoln County,"Lincoln County, KY"
1062,KY,21,139,Livingston County,"Livingston County, KY"
1063,KY,21,141,Logan County,"Logan County, KY"
1064,KY,21,143,Lyon County,"Lyon County, KY"
1065,KY,21,145,McCracken County,"McCracken County, KY"
1066,KY,21,147,McCreary County,"McCreary County, KY"
1067,KY,21,149,McLean County,"McLean County, KY"
1068,KY,21,151,Madison County,"Madison County, KY"
1069,KY,21,153,Magoffin County,"Magoffin County, KY"
1070,KY,21,155,Marion County,"Marion County, KY"
1071,KY,21,157,Marshall County,"Marshall County, KY"
1072,KY,21,159,Martin County,"Martin County, KY"
1073,KY,21,161,Mason County,"Mason County, KY"
1074,KY,21,163,Meade County,"Meade County, KY"
1075,KY,21,165,Menifee County,"Menifee County, KY"
1076,KY,21,167,Mercer County,"Mercer County, KY"
1077,KY,21,169,Metcalfe County,"Metcalfe County, KY"
1078,KY,21,171,Monroe County,"Monroe County, KY"
1079,KY,21,173,Montgomery County,"Montgomery County, KY"
1080,KY,21,175,Morgan County,"Morgan County, KY"
1081,KY,21,177,Muhlenberg County,"Muhlenberg County, KY"
1082,KY,21,179,Nelson County,"Nelson County, KY"
1083,KY,21,181,Nicholas County,"Nicholas County, KY"
1084,KY,21,183,Ohio County,"Ohio County, KY"
1085,KY,21,185,Oldham County,"Oldham County, KY"
1086,KY,21,187,Owen County,"Owen County, KY"
1087,KY,21,189,Owsley County,"Owsley County, KY"
1088,KY,21,191,Pendleton County,"Pendleton County, KY"
1089,KY,21,193,Perry County,"Perry County, KY"
1090,KY,21,195,Pike County,"Pike County, KY"
1091,KY,21,197,Powell County,"Powell County, KY"
1092,KY,21,199,Pulaski County,"Pulaski County, KY"
1093,KY,21,201,Robertson County,"Robertson County, KY"
1094,KY,21,203,Rockcastle County,"Rockcastle County, KY"
1095,KY,21,205,Rowan County,"Rowan County, KY"
1096,KY,21,207,Russell County,"Russell County, KY"
1097,KY,21,209,Scott County,"Scott County, KY"
1098,KY,21,211,Shelby County,"Shelby County, KY"
1099,KY,21,213,Simpson County,"Simpson County, KY"
1100,KY,21,215,Spencer County,"Spencer County, KY"
1101,KY,21,217,Taylor County,"Taylor County, KY"
1102,KY,21,219,Todd County,"Todd County, KY"
1103,KY,21,221,Trigg County,"Trigg County, KY"
1104,KY,21,223,Trimble County,"Trimble County, KY"
1105,KY,21,225,Union County,"Union County, KY"
1106,KY,21,227,Warren County,"Warren County, KY"
1107,KY,21,229,Washington County,"Washington County, KY"
1108,KY,21,231,Wayne County,"Wayne County, KY"
1109,KY,21,233,Webster County,"Webster County, KY"
1110,KY,21,235,Whitley County,"Whitley County, KY"
1111,KY,21,237,Wolfe County,"Wolfe County, KY"
1112,KY,21,239,Woodford County,"Woodford County, KY"
1113,LA,22,001,Acadia Parish,"Acadia Parish, LA"
1114,LA,22,003,Allen Parish,"Allen Parish, LA"
1115,LA,22,005,Ascension Parish,"Ascension Parish, LA"
1116,LA,22,007,Assumption Parish,"Assumption Parish, LA"
1117,LA,22,009,Avoyelles Parish,"Avoyelles Parish, LA"
1118,LA,22,011,Beauregard Parish,"Beauregard Parish, LA"
1119,LA,22,013,Bienville Parish,"Bienville Parish, LA"
1120,LA,22,015,Bossier Parish,"Bossier Parish, LA"
1121,LA,22,017,Caddo Parish,"Caddo Parish, LA"
1122,LA,22,019,Calcasieu Parish,"Calcasieu Parish, LA"
1123,LA,22,021,Caldwell Parish,"Caldwell Parish, LA"
1124,LA,22,023,Cameron Parish,"Cameron Parish, LA"
1125,LA,22,025,Catahoula Parish,"Catahoula Parish, LA"
1126,LA,22,027,Claiborne Parish,"Claiborne Parish, LA"
1127,LA,22,029,Concordia Parish,"Concordia Parish, LA"
1128,LA,22,031,De Soto Parish,"De Soto Parish, LA"
1129,LA,22,033,East Baton Rouge Parish,"East Baton Rouge Parish, LA"
1130,LA,22,035,East Carroll Parish,"East Carroll Parish, LA"
1131,LA,22,037,East Feliciana Parish,"East Feliciana Parish, LA"
1132,LA,22,039,Evangeline Parish,"Evangeline Parish, LA"
1133,LA,22,041,Franklin Parish,"Franklin Parish, LA"
1134,LA,22,043,Grant Parish,"Grant Parish, LA"
1135,LA,22,045,Iberia Parish,"Iberia Parish, LA"
1136,LA,22,047,Iberville Parish,"Iberville Parish, LA"
1137,LA,22,049,Jackson Parish,"Jackson Parish, LA"
1138,LA,22,051,Jefferson Parish,"Jefferson Parish, LA"
1139,LA,22,053,Jefferson Davis Parish,"Jefferson Davis Parish, LA"
1140,LA,22,055,Lafayette Parish,"Lafayette Parish, LA"
1141,LA,22,057,Lafourche Parish,"Lafourche Parish, LA"
1142,LA,22,059,La Salle Parish,"La Salle Parish, LA"
1143,LA,22,061,Lincoln Parish,"Lincoln Parish, LA"
1144,LA,22,063,Livingston Parish,"Livingston Parish, LA"
1145,LA,22,065,Madison Parish,"Madison Parish, LA"
1146,LA,22,067,Morehouse Parish,"Morehouse Parish, LA"
1147,LA,22,069,Natchitoches Parish,"Natchitoches Parish, LA"
1148,LA,22,071,Orleans Parish,"Orleans Parish, LA"
1149,LA,22,073,Ouachita Parish,"Ouachita Parish, LA"
1150,LA,22,075,Plaquemines Parish,"Plaquemines Parish, LA"
1151,LA,22,077,Pointe Coupee Parish,"Pointe Coupee Parish, LA"
1152,LA,22,079,Rapides Parish,"Rapides Parish, LA"
1153,LA,22,081,Red River Parish,"Red River Parish, LA"
1154,LA,22,083,Richland Parish,"Richland Parish, LA"
1155,LA,22,085,Sabine Parish,"Sabine Parish, LA"
1156,LA,22,087,St. Bernard Parish,"St. Bernard Parish, LA"
1157,LA,22,089,St. Charles Parish,"St. Charles Parish, LA"
1158,LA,22,091,St. Helena Parish,"St. Helena Parish, LA"
1159,LA,22,093,St. James Parish,"St. James Parish, LA"
1160,LA,22,095,St. John the Baptist Parish,"St. John the Baptist Parish, LA"
1161,LA,22,097,St. Landry Parish,"St. Landry Parish, LA"
1162,LA,22,099,St. Martin Parish,"St. Martin Parish, LA"
1163,LA,22,101,St. Mary Parish,"St. Mary Parish, LA"
1164,LA,22,103,St. Tammany Parish,"St. Tammany Parish, LA"
1165,LA,22,105,Tangipahoa Parish,"Tangipahoa Parish, LA"
1166,LA,22,107,Tensas Parish,"Tensas Parish, LA"
1167,LA,22,109,Terrebonne Parish,"Terrebonne Parish, LA"
1168,LA,22,111,Union Parish,"Union Parish, LA"
1169,LA,22,113,Vermilion Parish,"Vermilion Parish, LA"
1170,LA,22,115,Vernon Parish,"Vernon Parish, LA"
1171,LA,22,117,Washington Parish,"Washington Parish, LA"
1172,LA,22,119,Webster Parish,"Webster Parish, LA"
1173,LA,22,121,West Baton Rouge Parish,"West Baton Rouge Parish, LA"
1174,LA,22,123,West Carroll Parish,"West Carroll Parish, LA"
1175,LA,22,125,West Feliciana Parish,"West Feliciana Parish, LA"
1176,LA,22,127,Winn Parish,"Winn Parish, LA"
1177,ME,23,001,Androscoggin County,"Androscoggin County, ME"
1178,ME,23,003,Aroostook County,"Aroostook County, ME"
1179,ME,23,005,Cumberland County,"Cumberland County, ME"
1180,ME,23,007,Franklin County,"Franklin County, ME"
1181,ME,23,009,Hancock County,"Hancock County, ME"
1182,ME,23,011,Kennebec County,"Kennebec County, ME"
1183,ME,23,013,Knox County,"Knox County, ME"
1184,ME,23,015,Lincoln County,"Lincoln County, ME"
1185,ME,23,017,Oxford County,"Oxford County, ME"
1186,ME,23,019,Penobscot County,"Penobscot County, ME"
1187,ME,23,021,Piscataquis County,"Piscataquis County, ME"
1188,ME,23,023,Sagadahoc County,"Sagadahoc County, ME"
1189,ME,23,025,Somerset County,"Somerset County, ME"
1190,ME,23,027,Waldo County,"Waldo County, ME"
1191,ME,23,029,Washington County,"Washington County, ME"
1192,ME,23,031,York County,"York County, ME"
1193,MD,24,001,Allegany County,"Allegany County, MD"
1194,MD,24,003,Anne Arundel County,"Anne Arundel County, MD"
1195,MD,24,005,Baltimore County,"Baltimore County, MD"
1196,MD,24,009,Calvert County,"Calvert County, MD"
1197,MD,24,011,Caroline County,"Caroline County, MD"
1198,MD,24,013,Carroll County,"Carroll County, MD"
1199,MD,24,015,Cecil County,"Cecil County, MD"
1200,MD,24,017,Charles County,"Charles County, MD"
1201,MD,24,019,Dorchester County,"Dorchester County, MD"
1202,MD,24,021,Frederick County,"Frederick County, MD"
1203,MD,24,023,Garrett County,"Garrett County, MD"
1204,MD,24,025,Harford County,"Harford County, MD"
1205,MD,24,027,Howard County,"Howard County, MD"
1206,MD,24,029,Kent County,"Kent County, MD"
1207,MD,24,031,Montgomery County,"Montgomery County, MD"
1208,MD,24,033,Prince George's County,"Prince George's County, MD"
1209,MD,24,035,Queen Anne's County,"Queen Anne's County, MD"
1210,MD,24,037,St. Mary's County,"St. Mary's County, MD"
1211,MD,24,039,Somerset County,"Somerset County, MD"
1212,MD,24,041,Talbot County,"Talbot County, MD"
1213,MD,24,043,Washington County,"Washington County, MD"
1214,MD,24,045,Wicomico County,"Wicomico County, MD"
1215,MD,24,047,Worcester County,"Worcester County, MD"
1216,MD,24,510,Baltimore city,"Baltimore city, MD"
1217,MA,25,001,Barnstable County,"Barnstable County, MA"
1218,MA,25,003,Berkshire County,"Berkshire County, MA"
1219,MA,25,005,Bristol County,"Bristol County, MA"
1220,MA,25,007,Dukes County,"Dukes County, MA"
1221,MA,25,009,Essex County,"Essex County, MA"
1222,MA,25,011,Franklin County,"Franklin County, MA"
1223,MA,25,013,Hampden County,"Hampden County, MA"
1224,MA,25,015,Hampshire County,"Hampshire County, MA"
1225,MA,25,017,Middlesex County,"Middlesex County, MA"
1226,MA,25,019,Nantucket County,"Nantucket County, MA"
1227,MA,25,021,Norfolk County,"Norfolk County, MA"
1228,MA,25,023,Plymouth County,"Plymouth County, MA"
1229,MA,25,025,Suffolk County,"Suffolk County, MA"
1230,MA,25,027,Worcester County,"Worcester County, MA"
1231,MI,26,001,Alcona County,"Alcona County, MI"
1232,MI,26,003,Alger County,"Alger County, MI"
1233,MI,26,005,Allegan County,"Allegan County, MI"
1234,MI,26,007,Alpena County,"Alpena County, MI"
1235,MI,26,009,Antrim County,"Antrim County, MI"
1236,MI,26,011,Arenac County,"Arenac County, MI"
1237,MI,26,013,Baraga County,"Baraga County, MI"
1238,MI,26,015,Barry County,"Barry County, MI"
1239,MI,26,017,Bay County,"Bay County, MI"
1240,MI,26,019,Benzie County,"Benzie County, MI"
1241,MI,26,021,Berrien County,"Berrien County, MI"
1242,MI,26,023,Branch County,"Branch County, MI"
1243,MI,26,025,Calhoun County,"Calhoun County, MI"
1244,MI,26,027,Cass County,"Cass County, MI"
1245,MI,26,029,Charlevoix County,"Charlevoix County, MI"
1246,MI,26,031,Cheboygan County,"Cheboygan County, MI"
1247,MI,26,033,Chippewa County,"Chippewa County, MI"
1248,MI,26,035,Clare County,"Clare County, MI"
1249,MI,26,037,Clinton County,"Clinton County, MI"
1250,MI,26,039,Crawford County,"Crawford County, MI"
1251,MI,26,041,Delta County,"Delta County, MI"
1252,MI,26,043,Dickinson County,"Dickinson County, MI"
1253,MI,26,045,Eaton County,"Eaton County, MI"
1254,MI,26,047,Emmet County,"Emmet County, MI"
1255,MI,26,049,Genesee County,"Genesee County, MI"
1256,MI,26,051,Gladwin County,"Gladwin County, MI"
1257,MI,26,053,Gogebic County,"Gogebic County, MI"
1258,MI,26,055,Grand Traverse County,"Grand Traverse County, MI"
1259,MI,26,057,Gratiot County,"Gratiot County, MI"
1260,MI,26,059,Hillsdale County,"Hillsdale County, MI"
1261,MI,26,061,Houghton County,"Houghton County, MI"
1262,MI,26,063,Huron County,"Huron County, MI"
1263,MI,26,065,Ingham County,"Ingham County, MI"
1264,MI,26,067,Ionia County,"Ionia County, MI"
1265,MI,26,069,Iosco County,"Iosco County, MI"
1266,MI,26,071,Iron County,"Iron County, MI"
1267,MI,26,073,Isabella County,"Isabella County, MI"
1268,MI,26,075,Jackson County,"Jackson County, MI"
1269,MI,26,077,Kalamazoo County,"Kalamazoo County, MI"
1270,MI,26,079,Kalkaska County,"Kalkaska County, MI"
1271,MI,26,081,Kent County,"Kent County, MI"
1272,MI,26,083,Keweenaw County,"Keweenaw County, MI"
1273,MI,26,085,Lake County,"Lake County, MI"
1274,MI,26,087,Lapeer County,"Lapeer County, MI"
1275,MI,26,089,Leelanau County,"Leelanau County, MI"
1276,MI,26,091,Lenawee County,"Lenawee County, MI"
1277,MI,26,093,Livingston County,"Livingston County, MI"
1278,MI,26,095,Luce County,"Luce County, MI"
1279,MI,26,097,Mackinac County,"Mackinac County, MI"
1280,MI,26,099,Macomb County,"Macomb County, MI"
1281,MI,26,101,Manistee County,"Manistee County, MI"
1282,MI,26,103,Marquette County,"Marquette County, MI"
1283,MI,26,105,Mason County,"Mason County, MI"
1284,MI,26,107,Mecosta County,"Mecosta County, MI"
1285,MI,26,109,Menominee County,"Menominee County, MI"
1286,MI,26,111,Midland County,"Midland County, MI"
1287,MI,26,113,Missaukee County,"Missaukee County, MI"
1288,MI,26,115,Monroe County,"Monroe County, MI"
1289,MI,26,117,Montcalm County,"Montcalm County, MI"
1290,MI,26,119,Montmorency County,"Montmorency County, MI"
1291,MI,26,121,Muskegon County,"Muskegon County, MI"
1292,MI,26,123,Newaygo County,"Newaygo County, MI"
1293,MI,26,125,Oakland County,"Oakland County, MI"
1294,MI,26,127,Oceana County,"Oceana County, MI"
1295,MI,26,129,Ogemaw County,"Ogemaw County, MI"
1296,MI,26,131,Ontonagon County,"Ontonagon County, MI"
1297,MI,26,133,Osceola County,"Osceola County, MI"
1298,MI,26,135,Oscoda County,"Oscoda County, MI"
1299,MI,26,137,Otsego County,"Otsego County, MI"
1300,MI,26,139,Ottawa County,"Ottawa County, MI"
1301,MI,26,141,Presque Isle County,"Presque Isle County, MI"
1302,MI,26,143,Roscommon County,"Roscommon County, MI"
1303,MI,26,145,Saginaw County,"Saginaw County, MI"
1304,MI,26,147,St. Clair County,"St. Clair County, MI"
1305,MI,26,149,St. Joseph County,"St. Joseph County, MI"
1306,MI,26,151,Sanilac County,"Sanilac County, MI"
1307,MI,26,153,Schoolcraft County,"Schoolcraft County, MI"
1308,MI,26,155,Shiawassee County,"Shiawassee County, MI"
1309,MI,26,157,Tuscola County,"Tuscola County, MI"
1310,MI,26,159,Van Buren County,"Van Buren County, MI"
1311,MI,26,161,Washtenaw County,"Washtenaw County, MI"
1312,MI,26,163,Wayne County,"Wayne County, MI"
1313,MI,26,165,Wexford County,"Wexford County, MI"
1314,MN,27,001,Aitkin County,"Aitkin County, MN"
1315,MN,27,003,Anoka County,"Anoka County, MN"
1316,MN,27,005,Becker County,"Becker County, MN"
1317,MN,27,007,Beltrami County,"Beltrami County, MN"
1318,MN,27,009,Benton County,"Benton County, MN"
1319,MN,27,011,Big Stone County,"Big Stone County, MN"
1320,MN,27,013,Blue Earth County,"Blue Earth County, MN"
1321,MN,27,015,Brown County,"Brown County, MN"
1322,MN,27,017,Carlton County,"Carlton County, MN"
1323,MN,27,019,Carver County,"Carver County, MN"
1324,MN,27,021,Cass County,"Cass County, MN"
1325,MN,27,023,Chippewa County,"Chippewa County, MN"
1326,MN,27,025,Chisago County,"Chisago County, MN"
1327,MN,27,027,Clay County,"Clay County, MN"
1328,MN,27,029,Clearwater County,"Clearwater County, MN"
1329,MN,27,031,Cook County,"Cook County, MN"
1330,MN,27,033,Cottonwood County,"Cottonwood County, MN"
1331,MN,27,035,Crow Wing County,"Crow Wing County, MN"
1332,MN,27,037,Dakota County,"Dakota County, MN"
1333,MN,27,039,Dodge County,"Dodge County, MN"
1334,MN,27,041,Douglas County,"Douglas County, MN"
1335,MN,27,043,Faribault County,"Faribault County, MN"
1336,MN,27,045,Fillmore County,"Fillmore County, MN"
1337,MN,27,047,Freeborn County,"Freeborn County, MN"
1338,MN,27,049,Goodhue County,"Goodhue County, MN"
1339,MN,27,051,Grant County,"Grant County, MN"
1340,MN,27,053,Hennepin County,"Hennepin County, MN"
1341,MN,27,055,Houston County,"Houston County, MN"
1342,MN,27,057,Hubbard County,"Hubbard County, MN"
1343,MN,27,059,Isanti County,"Isanti County, MN"
1344,MN,27,061,Itasca County,"Itasca County, MN"
1345,MN,27,063,Jackson County,"Jackson County, MN"
1346,MN,27,065,Kanabec County,"Kanabec County, MN"
1347,MN,27,067,Kandiyohi County,"Kandiyohi County, MN"
1348,MN,27,069,Kittson County,"Kittson County, MN"
1349,MN,27,071,Koochiching County,"Koochiching County, MN"
1350,MN,27,073,Lac qui Parle County,"Lac qui Parle County, MN"
1351,MN,27,075,Lake County,"Lake County, MN"
1352,MN,27,077,Lake of the Woods County,"Lake of the Woods County, MN"
1353,MN,27,079,Le Sueur County,"Le Sueur County, MN"
1354,MN,27,081,Lincoln County,"Lincoln County, MN"
1355,MN,27,083,Lyon County,"Lyon County, MN"
1356,MN,27,085,McLeod County,"McLeod County, MN"
1357,MN,27,087,Mahnomen County,"Mahnomen County, MN"
1358,MN,27,089,Marshall County,"Marshall County, MN"
1359,MN,27,091,Martin County,"Martin County, MN"
1360,MN,27,093,Meeker County,"Meeker County, MN"
1361,MN,27,095,Mille Lacs County,"Mille Lacs County, MN"
1362,MN,27,097,Morrison County,"Morrison County, MN"
1363,MN,27,099,Mower County,"Mower County, MN"
1364,MN,27,101,Murray County,"Murray County, MN"
1365,MN,27,103,Nicollet County,"Nicollet County, MN"
1366,MN,27,105,Nobles County,"Nobles County, MN"
1367,MN,27,107,Norman County,"Norman County, MN"
1368,MN,27,109,Olmsted County,"Olmsted County, MN"
1369,MN,27,111,Otter Tail County,"Otter Tail County, MN"
1370,MN,27,113,Pennington County,"Pennington County, MN"
1371,MN,27,115,Pine County,"Pine County, MN"
1372,MN,27,117,Pipestone County,"Pipestone County, MN"
1373,MN,27,119,Polk County,"Polk County, MN"
1374,MN,27,121,Pope County,"Pope County, MN"
1375,MN,27,123,Ramsey County,"Ramsey County, MN"
1376,MN,27,125,Red Lake County,"Red Lake County, MN"
1377,MN,27,127,Redwood County,"Redwood County, MN"
1378,MN,27,129,Renville County,"Renville County, MN"
1379,MN,27,131,Rice County,"Rice County, MN"
1380,MN,27,133,Rock County,"Rock County, MN"
1381,MN,27,135,Roseau County,"Roseau County, MN"
1382,MN,27,137,St. Louis County,"St. Louis County, MN"
1383,MN,27,139,Scott County,"Scott County, MN"
1384,MN,27,141,Sherburne County,"Sherburne County, MN"
1385,MN,27,143,Sibley County,"Sibley County, MN"
1386,MN,27,145,Stearns County,"Stearns County, MN"
1387,MN,27,147,Steele County,"Steele County, MN"
1388,MN,27,149,Stevens County,"Stevens County, MN"
1389,MN,27,151,Swift County,"Swift County, MN"
1390,MN,27,153,Todd County,"Todd County, MN"
1391,MN,27,155,Traverse County,"Traverse County, MN"
1392,MN,27,157,Wabasha County,"Wabasha County, MN"
1393,MN,27,159,Wadena County,"Wadena County, MN"
1394,MN,27,161,Waseca County,"Waseca County, MN"
1395,MN,27,163,Washington County,"Washington County, MN"
1396,MN,27,165,Watonwan County,"Watonwan County, MN"
1397,MN,27,167,Wilkin County,"Wilkin County, MN"
1398,MN,27,169,Winona County,"Winona County, MN"
1399,MN,27,171,Wright County,"Wright County, MN"
1400,MN,27,173,Yellow Medicine County,"Yellow Medicine County, MN"
1401,MS,28,001,Adams County,"Adams County, MS"
1402,MS,28,003,Alcorn County,"Alcorn County, MS"
1403,MS,28,005,Amite County,"Amite County, MS"
1404,MS,28,007,Attala County,"Attala County, MS"
1405,MS,28,009,Benton County,"Benton County, MS"
1406,MS,28,011,Bolivar County,"Bolivar County, MS"
1407,MS,28,013,Calhoun County,"Calhoun County, MS"
1408,MS,28,015,Carroll County,"Carroll County, MS"
1409,MS,28,017,Chickasaw County,"Chickasaw County, MS"
1410,MS,28,019,Choctaw County,"Choctaw County, MS"
1411,MS,28,021,Claiborne County,"Claiborne County, MS"
1412,MS,28,023,Clarke County,"Clarke County, MS"
1413,MS,28,025,Clay County,"Clay County, MS"
1414,MS,28,027,Coahoma County,"Coahoma County, MS"
1415,MS,28,029,Copiah County,"Copiah County, MS"
1416,MS,28,031,Covington County,"Covington County, MS"
1417,MS,28,033,DeSoto County,"DeSoto County, MS"
1418,MS,28,035,Forrest County,"Forrest County, MS"
1419,MS,28,037,Franklin County,"Franklin County, MS"
1420,MS,28,039,George County,"George County, MS"
1421,MS,28,041,Greene County,"Greene County, MS"
1422,MS,28,043,Grenada County,"Grenada County, MS"
1423,MS,28,045,Hancock County,"Hancock County, MS"
1424,MS,28,047,Harrison County,"Harrison County, MS"
1425,MS,28,049,Hinds County,"Hinds County, MS"
1426,MS,28,051,Holmes County,"Holmes County, MS"
1427,MS,28,053,Humphreys County,"Humphreys County, MS"
1428,MS,28,055,Issaquena County,"Issaquena County, MS"
1429,MS,28,057,Itawamba County,"Itawamba County, MS"
1430,MS,28,059,Jackson County,"Jackson County, MS"
1431,MS,28,061,Jasper County,"Jasper County, MS"
1432,MS,28,063,Jefferson County,"Jefferson County, MS"
1433,MS,28,065,Jefferson Davis County,"Jefferson Davis County, MS"
1434,MS,28,067,Jones County,"Jones County, MS"
1435,MS,28,069,Kemper County,"Kemper County, MS"
1436,MS,28,071,Lafayette County,"Lafayette County, MS"
1437,MS,28,073,Lamar County,"Lamar County, MS"
1438,MS,28,075,Lauderdale County,"Lauderdale County, MS"
1439,MS,28,077,Lawrence County,"Lawrence County, MS"
1440,MS,28,079,Leake County,"Leake County, MS"
1441,MS,28,081,Lee County,"Lee County, MS"
1442,MS,28,083,Leflore County,"Leflore County, MS"
1443,MS,28,085,Lincoln County,"Lincoln County, MS"
1444,MS,28,087,Lowndes County,"Lowndes County, MS"
1445,MS,28,089,Madison County,"Madison County, MS"
1446,MS,28,091,Marion County,"Marion County, MS"
1447,MS,28,093,Marshall County,"Marshall County, MS"
1448,MS,28,095,Monroe County,"Monroe County, MS"
1449,MS,28,097,Montgomery County,"Montgomery County, MS"
1450,MS,28,099,Neshoba County,"Neshoba County, MS"
1451,MS,28,101,Newton County,"Newton County, MS"
1452,MS,28,103,Noxubee County,"Noxubee County, MS"
1453,MS,28,105,Oktibbeha County,"Oktibbeha County, MS"
1454,MS,28,107,Panola County,"Panola County, MS"
1455,MS,28,109,Pearl River County,"Pearl River County, MS"
1456,MS,28,111,Perry County,"Perry County, MS"
1457,MS,28,113,Pike County,"Pike County, MS"
1458,MS,28,115,Pontotoc County,"Pontotoc County, MS"
1459,MS,28,117,Prentiss County,"Prentiss County, MS"
1460,MS,28,119,Quitman County,"Quitman County, MS"
1461,MS,28,121,Rankin County,"Rankin County, MS"
1462,MS,28,123,Scott County,"Scott County, MS"
1463,MS,28,125,Sharkey County,"Sharkey County, MS"
1464,MS,28,127,Simpson County,"Simpson County, MS"
1465,MS,28,129,Smith County,"Smith County, MS"
1466,MS,28,131,Stone County,"Stone County, MS"
1467,MS,28,133,Sunflower County,"Sunflower County, MS"
1468,MS,28,135,Tallahatchie County,"Tallahatchie County, MS"
1469,MS,28,137,Tate County,"Tate County, MS"
1470,MS,28,139,Tippah County,"Tippah County, MS"
1471,MS,28,141,Tishomingo County,"Tishomingo County, MS"
1472,MS,28,143,Tunica County,"Tunica County, MS"
1473,MS,28,145,Union County,"Union County, MS"
1474,MS,28,147,Walthall County,"Walthall County, MS"
1475,MS,28,149,Warren County,"Warren County, MS"
1476,MS,28,151,Washington County,"Washington County, MS"
1477,MS,28,153,Wayne County,"Wayne County, MS"
1478,MS,28,155,Webster County,"Webster County, MS"
1479,MS,28,157,Wilkinson County,"Wilkinson County, MS"
1480,MS,28,159,Winston County,"Winston County, MS"
1481,MS,28,161,Yalobusha County,"Yalobusha County, MS"
1482,MS,28,163,Yazoo County,"Yazoo County, MS"
1483,MO,29,001,Adair County,"Adair County, MO"
1484,MO,29,003,Andrew County,"Andrew County, MO"
1485,MO,29,005,Atchison County,"Atchison County, MO"
1486,MO,29,007,Audrain County,"Audrain County, MO"
1487,MO,29,009,Barry County,"Barry County, MO"
1488,MO,29,011,Barton County,"Barton County, MO"
1489,MO,29,013,Bates County,"Bates County, MO"
1490,MO,29,015,Benton County,"Benton County, MO"
1491,MO,29,017,Bollinger County,"Bollinger County, MO"
1492,MO,29,019,Boone County,"Boone County, MO"
1493,MO,29,021,Buchanan County,"Buchanan County, MO"
1494,MO,29,023,Butler County,"Butler County, MO"
1495,MO,29,025,Caldwell County,"Caldwell County, MO"
1496,MO,29,027,Callaway County,"Callaway County, MO"
1497,MO,29,029,Camden County,"Camden County, MO"
1498,MO,29,031,Cape Girardeau County,"Cape Girardeau County, MO"
1499,MO,29,033,Carroll County,"Carroll County, MO"
1500,MO,29,035,Carter County,"Carter County, MO"
1501,MO,29,037,Cass County,"Cass County, MO"
1502,MO,29,039,Cedar County,"Cedar County, MO"
1503,MO,29,041,Chariton County,"Chariton County, MO"
1504,MO,29,043,Christian County,"Christian County, MO"
1505,MO,29,045,Clark County,"Clark County, MO"
1506,MO,29,047,Clay County,"Clay County, MO"
1507,MO,29,049,Clinton County,"Clinton County, MO"
1508,MO,29,051,Cole County,"Cole County, MO"
1509,MO,29,053,Cooper County,"Cooper County, MO"
1510,MO,29,055,Crawford County,"Crawford County, MO"
1511,MO,29,057,Dade County,"Dade County, MO"
1512,MO,29,059,Dallas County,"Dallas County, MO"
1513,MO,29,061,Daviess County,"Daviess County, MO"
1514,MO,29,063,DeKalb County,"DeKalb County, MO"
1515,MO,29,065,Dent County,"Dent County, MO"
1516,MO,29,067,Douglas County,"Douglas County, MO"
1517,MO,29,069,Dunklin County,"Dunklin County, MO"
1518,MO,29,071,Franklin County,"Franklin County, MO"
1519,MO,29,073,Gasconade County,"Gasconade County, MO"
1520,MO,29,075,Gentry County,"Gentry County, MO"
1521,MO,29,077,Greene County,"Greene County, MO"
1522,MO,29,079,Grundy County,"Grundy County, MO"
1523,MO,29,081,Harrison County,"Harrison County, MO"
1524,MO,29,083,Henry County,"Henry County, MO"
1525,MO,29,085,Hickory County,"Hickory County, MO"
1526,MO,29,087,Holt County,"Holt County, MO"
1527,MO,29,089,Howard County,"Howard County, MO"
1528,MO,29,091,Howell County,"Howell County, MO"
1529,MO,29,093,Iron County,"Iron County, MO"
1530,MO,29,095,Jackson County,"Jackson County, MO"
1531,MO,29,097,Jasper County,"Jasper County, MO"
1532,MO,29,099,Jefferson County,"Jefferson County, MO"
1533,MO,29,101,Johnson County,"Johnson County, MO"
1534,MO,29,103,Knox County,"Knox County, MO"
1535,MO,29,105,Laclede County,"Laclede County, MO"
1536,MO,29,107,Lafayette County,"Lafayette County, MO"
1537,MO,29,109,Lawrence County,"Lawrence County, MO"
1538,MO,29,111,Lewis County,"Lewis County, MO"
1539,MO,29,113,Lincoln County,"Lincoln County, MO"
1540,MO,29,115,Linn County,"Linn County, MO"
1541,MO,29,117,Livingston County,"Livingston County, MO"
1542,MO,29,119,McDonald County,"McDonald County, MO"
1543,MO,29,121,Macon County,"Macon County, MO"
1544,MO,29,123,Madison County,"Madison County, MO"
1545,MO,29,125,Maries County,"Maries County, MO"
1546,MO,29,127,Marion County,"Marion County, MO"
1547,MO,29,129,Mercer County,"Mercer County, MO"
1548,MO,29,131,Miller County,"Miller County, MO"
1549,MO,29,133,Mississippi County,"Mississippi County, MO"
1550,MO,29,135,Moniteau County,"Moniteau County, MO"
1551,MO,29,137,Monroe County,"Monroe County, MO"
1552,MO,29,139,Montgomery County,"Montgomery County, MO"
1553,MO,29,141,Morgan County,"Morgan County, MO"
1554,MO,29,143,New Madrid County,"New Madrid County, MO"
