VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1GBE5C1207F4,1,G,B,E,5,C,1,2,0,7,F,4,48.0000,3.0000,0.0000,20.0000,881.0000,61.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.0000,96.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,2.0000,88.0000,482074.0000,0.0000,20881.0000,2007.0000,C5C,C55,CB,888888888,D,88888888888,1280.0000,2240.0000,,,5.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,5.0000,4.0000,35.0000,14.0000,1.0000,1.0000
4TANL42N3XZ5,4,T,A,N,L,4,2,N,3,X,Z,5,48.0000,3.0000,0.0000,49.0000,472.0000,30.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482286.0000,0.0000,49472.0000,1999.0000,REG,TAC,PK,000000000,G,00000000000,1033.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,29.0000,21.0000,44.0000,12.0000,3.0000,2.0000
1FAFP55U51G2,1,F,A,F,P,5,5,U,5,1,G,2,48.0000,2.0000,0.0000,12.0000,17.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482295.0000,0.0000,12017.0000,2001.0000,TSS,***,4D,000000000,*,00000000000,1085.0000,0.0000,,3343.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,1.0000,4.0000,45.0000,1.0000,0.0000,1.0000
2CNBJ1364V69,2,C,N,B,J,1,3,6,4,V,6,9,48.0000,2.0000,2.0000,20.0000,402.0000,14.0000,40.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482342.0000,0.0000,20402.0000,1997.0000,GEO,***,UT,000000000,*,00000000000,976.0000,0.0000,,2747.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,10.0000,7.0000,35.0000,14.0000,1.0000,1.0000
2HGFG12656H5,2,H,G,F,G,1,2,6,5,6,H,5,48.0000,2.0000,0.0000,37.0000,31.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,3.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482380.0000,0.0000,37031.0000,2006.0000,UCL,***,CP,000000000,*,00000000000,1043.0000,0.0000,,2716.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,15.0000,3.0000,13.0000,14.0000,8.0000,1.0000
4TANL42NXXZ5,4,T,A,N,L,4,2,N,X,X,Z,5,48.0000,3.0000,0.0000,49.0000,472.0000,30.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482380.0000,0.0000,49472.0000,1999.0000,REG,TAC,PK,000000000,G,00000000000,1033.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,15.0000,3.0000,13.0000,14.0000,8.0000,1.0000
JA3AY26CX1U0,J,A,3,A,Y,2,6,C,X,1,U,0,48.0000,4.0000,0.0000,52.0000,34.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,16.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482380.0000,0.0000,52034.0000,2001.0000,MES,***,4D,000000000,*,00000000000,984.0000,0.0000,,2437.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,15.0000,3.0000,13.0000,14.0000,8.0000,1.0000
1FAFP4047XF2,1,F,A,F,P,4,0,4,7,X,F,2,48.0000,5.0000,0.0000,12.0000,3.0000,2.0000,35.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,16.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482380.0000,0.0000,12003.0000,1999.0000,MUS,***,CP,000000000,*,00000000000,1013.0000,0.0000,,3069.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,15.0000,3.0000,13.0000,14.0000,8.0000,1.0000
1GNEK13T61J1,1,G,N,E,K,1,3,T,6,1,J,1,48.0000,2.0000,0.0000,20.0000,421.0000,15.0000,12.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482403.0000,0.0000,20421.0000,2001.0000,KTA,***,UT,000000000,*,00000000000,1160.0000,0.0000,,5050.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,21.0000,3.0000,26.0000,42.0000,0.0000,1.0000
1GCDC14K5LZ2,1,G,C,D,C,1,4,K,5,L,Z,2,48.0000,3.0000,0.0000,20.0000,481.0000,31.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482403.0000,0.0000,20481.0000,1990.0000,GC1,GM4,PK,000000000,G,00000000000,1175.0000,1415.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,21.0000,3.0000,26.0000,42.0000,0.0000,1.0000
4F4CR16A4VTM,4,F,4,C,R,1,6,A,4,V,T,M,48.0000,2.0000,0.0000,41.0000,471.0000,30.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482408.0000,0.0000,41471.0000,1997.0000,2CP,B23,PC,000000000,G,00000000000,1254.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,22.0000,3.0000,12.0000,14.0000,1.0000,1.0000
5FNYF3H4XAB0,5,F,N,Y,F,3,H,4,X,A,B,0,48.0000,3.0000,0.0000,37.0000,421.0000,15.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,9.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482408.0000,0.0000,37421.0000,2010.0000,PIL,***,UT,000000000,*,00000000000,1092.0000,0.0000,,4310.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,22.0000,3.0000,12.0000,14.0000,1.0000,1.0000
3G7DA03E21S5,3,G,7,D,A,0,3,E,2,1,S,5,48.0000,4.0000,0.0000,22.0000,401.0000,14.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482408.0000,0.0000,22401.0000,2001.0000,AZT,***,UT,000000000,*,00000000000,1083.0000,0.0000,,3779.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,22.0000,3.0000,12.0000,14.0000,1.0000,1.0000
JNAMB80H47AK,J,N,A,M,B,8,0,H,4,7,A,K,48.0000,5.0000,0.0000,98.0000,808.0000,61.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,96.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,2.0000,99.0000,482408.0000,0.0000,98808.0000,2007.0000,UD2,UDS,TB,999999999,D,99999999999,0.0000,0.0000,,,5.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,22.0000,3.0000,12.0000,14.0000,1.0000,1.0000
1G1ND52F55M1,1,G,1,N,D,5,2,F,5,5,M,1,48.0000,2.0000,0.0000,20.0000,37.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482453.0000,0.0000,20037.0000,2005.0000,CLA,***,4D,000000000,*,00000000000,1070.0000,0.0000,,3106.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,10.0000,22.0000,29.0000,14.0000,1.0000,1.0000
KMHDU46D97U2,K,M,H,D,U,4,6,D,9,7,U,2,48.0000,3.0000,0.0000,55.0000,35.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482454.0000,0.0000,55035.0000,2007.0000,GST,***,4D,000000000,*,00000000000,1043.0000,0.0000,,2723.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,16.0000,19.0000,0.0000,12.0000,5.0000,2.0000
1FMEE11N2RHA,1,F,M,E,E,1,1,N,2,R,H,A,48.0000,2.0000,0.0000,12.0000,461.0000,21.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482459.0000,0.0000,12461.0000,1994.0000,CLU,***,SV,000000000,*,00000000000,1380.0000,0.0000,,5022.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,5.0000,13.0000,41.0000,1.0000,0.0000,1.0000
4A3AC84H52E0,4,A,3,A,C,8,4,H,5,2,E,0,48.0000,4.0000,0.0000,52.0000,37.0000,2.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482461.0000,0.0000,52037.0000,2002.0000,ECG,***,2H,000000000,*,00000000000,1008.0000,0.0000,,3120.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,9.0000,21.0000,11.0000,18.0000,12.0000,5.0000,3.0000
2G1WF55E5191,2,G,1,W,F,5,5,E,5,1,9,1,48.0000,2.0000,0.0000,20.0000,2.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482470.0000,0.0000,20002.0000,2001.0000,IMP,***,4D,000000000,*,00000000000,1105.0000,0.0000,,3389.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,14.0000,19.0000,15.0000,8.0000,0.0000,1.0000
3VWSE69M72M0,3,V,W,S,E,6,9,M,7,2,M,0,48.0000,2.0000,5.0000,30.0000,40.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,2.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482518.0000,0.0000,30040.0000,2002.0000,JGS,***,4D,000000000,*,00000000000,989.0000,0.0000,,2899.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,4.0000,4.0000,30.0000,14.0000,1.0000,1.0000
3WKMDD9X3VF7,3,W,K,M,D,D,9,X,3,V,F,7,48.0000,2.0000,1.0000,85.0000,881.0000,66.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,482529.0000,0.0000,85881.0000,1997.0000,T30,CON,DS,345838,D,57345838,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,92.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,5.0000,11.0000,43.0000,14.0000,1.0000,1.0000
2G1WH52K0593,2,G,1,W,H,5,2,K,0,5,9,3,48.0000,4.0000,0.0000,20.0000,2.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482548.0000,0.0000,20002.0000,2005.0000,IPL,***,4D,000000000,*,00000000000,1105.0000,0.0000,,3466.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,10.0000,19.0000,21.0000,12.0000,2.0000,3.0000
1G3NL52F23C2,1,G,3,N,L,5,2,F,2,3,C,2,48.0000,5.0000,0.0000,21.0000,21.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482548.0000,0.0000,21021.0000,2003.0000,A/G,***,4D,000000000,*,00000000000,1070.0000,0.0000,,3016.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,10.0000,19.0000,21.0000,12.0000,2.0000,3.0000
TCE142F70134,T,C,E,1,4,2,F,7,0,1,3,4,48.0000,2.0000,0.0000,23.0000,481.0000,31.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,12.0000,0.0000,4.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,13.0000,0.0000,0.0000,2.0000,0.0000,482551.0000,0.0000,23481.0000,1972.0000,C15,C15,PK,000000000,G,00000000000,1040.0000,1270.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,11.0000,17.0000,46.0000,14.0000,1.0000,1.0000
1MEFM53S2YA6,1,M,E,F,M,5,3,S,2,Y,A,6,48.0000,3.0000,0.0000,14.0000,17.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482551.0000,0.0000,14017.0000,2000.0000,SLS,***,4D,000000000,*,00000000000,1085.0000,0.0000,,3375.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,11.0000,17.0000,46.0000,14.0000,1.0000,1.0000
1HGCD5620RA0,1,H,G,C,D,5,6,2,0,R,A,0,48.0000,4.0000,0.0000,37.0000,32.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482662.0000,0.0000,37032.0000,1994.0000,UDX,***,4D,000000000,*,00000000000,1069.0000,0.0000,,2699.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,29.0000,14.0000,5.0000,12.0000,1.0000,3.0000
TCL447A51039,T,C,L,4,4,7,A,5,1,0,3,9,48.0000,5.0000,0.0000,20.0000,481.0000,31.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,13.0000,0.0000,0.0000,3.0000,0.0000,482662.0000,0.0000,20481.0000,1977.0000,C10,C10,PK,000000000,G,00000000000,1065.0000,1315.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,29.0000,14.0000,5.0000,12.0000,1.0000,3.0000
3GCCW80H7HS9,3,G,C,C,W,8,0,H,7,H,S,9,48.0000,6.0000,0.0000,20.0000,498.0000,39.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,482662.0000,0.0000,20498.0000,1987.0000,ELC,***,PK,000000000,*,00000000000,1171.0000,0.0000,,3106.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,29.0000,14.0000,5.0000,12.0000,1.0000,3.0000
4TAWM72N9WZ1,4,T,A,W,M,7,2,N,9,W,Z,1,48.0000,2.0000,0.0000,49.0000,472.0000,30.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,482682.0000,0.0000,49472.0000,1998.0000,XTR,TAC,PC,000000000,G,00000000000,1219.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,5.0000,5.0000,43.0000,14.0000,11.0000,1.0000
1FDNK72C5PVA,1,F,D,N,K,7,2,C,5,P,V,A,48.0000,5.0000,0.0000,12.0000,881.0000,62.0000,48.0000,3.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,4.0000,99.0000,482708.0000,0.0000,12881.0000,1993.0000,7FP,MHV,CC,999999999,D,99999999999,1290.0000,2550.0000,,,6.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,14.0000,15.0000,32.0000,12.0000,1.0000,4.0000
